id,node,capacity (MW),offer ($/MW),type
A5694,North,1.8,0.0,wind
A5695,North,1.8,0.0,wind
A5696,North,12.0,0.0,wind
A5699,North,50.0,0.0,wind
A5701,North,20.0,0.0,wind
A5702,North,8.4,0.0,wind
A5704,North,2.0,0.0,wind
A5707_0,Central,1192.0,12.21,inflexible
A5707_1,Central,124.0,16.42,inflexible
A5707_2,Central,1.0,16.43,inflexible
A5707_3,Central,126.0,17.48,inflexible
A5707_4,Central,75.0,22.19,inflexible
A5707_5,Central,15.0,32.08,inflexible
A5707_6,Central,12.0,37.6,inflexible
A5725_0,Central,0.1,16.9,inflexible
A5725_1,Central,244.6,16.97,inflexible
A5725_2,Central,179.5,18.76,inflexible
A5725_3,Central,65.30000000000001,22.55,inflexible
A5725_4,Central,40.700000000000045,47.48,flexible
A5726_0,Central,55.4,17.66,inflexible
A5726_1,Central,40.6,19.46,inflexible
A5726_2,Central,14.799999999999995,23.25,inflexible
A5726_3,Central,9.200000000000005,48.17,flexible
A5727_0,Central,0.1,17.6,inflexible
A5727_1,Central,244.6,17.66,inflexible
A5727_2,Central,179.5,19.46,inflexible
A5727_3,Central,65.30000000000001,23.25,inflexible
A5727_4,Central,40.700000000000045,48.17,flexible
A5728_0,Central,55.4,16.97,inflexible
A5728_1,Central,40.6,18.76,inflexible
A5728_2,Central,14.799999999999995,22.55,inflexible
A5728_3,Central,9.200000000000005,47.48,flexible
A5739_0,Central,69.0,20.95,inflexible
A5739_1,Central,96.6,21.09,inflexible
A5773,Central,2.0,80.0,flexible
A5783,Central,0.8,0.0,wind
A5807,North,102.0,-1.0,wind
A5811_0,North,1.0,-50.0,wind
A5811_1,North,8.0,0.0,wind
A5811_2,North,8.0,6.0,inflexible
A5821,North,12.7,-2.0,wind
A5833,North,0.1,-0.5,wind
A5840,North,8.8,0.0,wind
A5842_0,North,10.0,150.0,flexible
A5842_1,North,1.0,151.0,flexible
A5842_2,North,1.0,152.0,flexible
A5842_3,North,1.0,153.0,flexible
A5843_0,North,3.0,160.0,flexible
A5843_1,North,1.0,161.0,flexible
A5845,North,4.5,0.0,wind
A5846,Central,34.0,43.81,flexible
A5856,Central,999.0,-24.45,wind
A5869_0,North,1.0,9.28,inflexible
A5869_1,North,218.0,9.32,inflexible
A5869_2,North,39.0,9.37,inflexible
A5869_3,North,1.0,12.51,inflexible
A5869_4,North,44.0,13.03,inflexible
A5870_0,North,1.0,9.08,inflexible
A5870_1,North,218.0,9.12,inflexible
A5870_2,North,1.0,9.16,inflexible
A5870_3,North,38.0,9.17,inflexible
A5870_4,North,1.0,12.31,inflexible
A5870_5,North,44.0,12.83,inflexible
A5876,Central,68.0,-2.0,wind
A5900,North,0.1,-29.61,wind
A5905_0,North,0.1,66.0,flexible
A5905_1,North,15.9,66.66,flexible
A5906,North,10.0,0.0,wind
A5907,North,100.0,0.0,wind
A5920,Central,100.0,-1.0,wind
A5935_0,Central,312.4,12.45,inflexible
A5935_1,Central,87.60000000000002,13.04,inflexible
A5935_2,Central,0.1000000000000227,13.83,inflexible
A5935_3,Central,205.0,15.78,inflexible
A5951,North,19.1,-2.0,wind
A5952,North,10.9,-2.0,wind
A5953,North,140.0,0.0,wind
A5954,North,5.0,175.54,flexible
A5962_0,North,103.4,26.03,inflexible
A5962_1,North,9.399999999999991,26.18,inflexible
A5962_2,North,9.400000000000006,26.33,inflexible
A5962_3,North,9.399999999999991,26.48,inflexible
A5962_4,North,9.400000000000006,26.63,inflexible
A5962_5,North,9.400000000000006,26.78,inflexible
A5962_6,North,9.400000000000006,26.93,inflexible
A5962_7,North,9.399999999999975,27.08,inflexible
A5962_8,North,9.400000000000006,27.23,inflexible
A5970,North,40.0,0.0,wind
A5977,North,180.0,0.0,wind
A5995_0,Central,275.0,12.52,inflexible
A5995_1,Central,125.0,14.19,inflexible
A5995_2,Central,25.0,15.71,inflexible
A5995_3,Central,25.0,17.69,inflexible
A5995_4,Central,25.0,19.88,inflexible
A5995_5,Central,50.0,21.5,inflexible
A5997_0,Central,90.0,16.66,inflexible
A5997_1,Central,11.200000000000005,17.29,inflexible
A5997_2,Central,11.299999999999995,17.91,inflexible
A5997_3,Central,11.299999999999995,18.53,inflexible
A5997_4,Central,11.200000000000005,19.16,inflexible
A5997_5,Central,11.199999999999989,19.78,inflexible
A5997_6,Central,11.300000000000011,20.41,inflexible
A5997_7,Central,11.300000000000011,21.03,inflexible
A5998_0,Central,89.0,16.12,inflexible
A5998_1,Central,11.0,16.7,inflexible
A5998_2,Central,11.0,17.29,inflexible
A5998_3,Central,11.0,17.88,inflexible
A5998_4,Central,11.0,18.46,inflexible
A5998_5,Central,11.0,19.05,inflexible
A5998_6,Central,11.0,19.64,inflexible
A5998_7,Central,11.0,20.23,inflexible
A6004_0,Central,20.0,45.6,flexible
A6004_1,Central,5.0,48.65,flexible
A6004_2,Central,5.0,49.04,flexible
A6004_3,Central,5.0,49.77,flexible
A6004_4,Central,5.0,49.83,flexible
A6004_5,Central,15.0,50.33,flexible
A6022_0,Central,114.0,20.0,inflexible
A6022_1,Central,8.0,20.25,inflexible
A6022_2,Central,8.0,20.5,inflexible
A6022_3,Central,10.0,20.75,inflexible
A6022_4,Central,10.0,21.0,inflexible
A6026,North,155.0,0.0,wind
A6027_0,North,1.0,-50.0,wind
A6027_1,North,11.0,0.0,wind
A6027_2,North,11.0,6.0,inflexible
A6035_0,North,15.0,206.58,flexible
A6035_1,North,0.5999999999999996,206.71,flexible
A6035_2,North,0.5999999999999996,206.84,flexible
A6035_3,North,0.6000000000000014,206.97,flexible
A6035_4,North,0.5999999999999979,207.11,flexible
A6035_5,North,0.6000000000000014,207.24,flexible
A6035_6,North,0.6000000000000014,207.37,flexible
A6035_7,North,0.5999999999999979,207.5,flexible
A6035_8,North,0.8000000000000007,207.68,flexible
A6042,Central,90.0,0.0,wind
A6049_0,Central,1.0,9.21,inflexible
A6049_1,Central,359.0,9.51,inflexible
A6049_2,Central,114.0,9.64,inflexible
A6049_3,Central,105.0,32.76,inflexible
A6049_4,Central,1.0,32.92,inflexible
A6049_5,Central,1.0,33.08,inflexible
A6049_6,Central,2.0,33.24,inflexible
A6049_7,Central,1.0,33.4,inflexible
A6049_8,Central,1.0,33.56,inflexible
A6324_0,Central,4.0,2.69,inflexible
A6324_1,Central,8.0,2.7,inflexible
A6324_2,Central,4.0,2.71,inflexible
A6324_3,Central,4.0,2.72,inflexible
A6324_4,Central,4.0,2.73,inflexible
A6324_5,Central,8.0,2.74,inflexible
A6336,North,40.0,0.0,wind
A6337,North,0.1,-1.0,wind
A6341,North,200.0,0.0,wind
A6346,North,25.9,-2.0,wind
A6347,North,75.0,-10.0,wind
A6355_0,North,10.0,191.61,flexible
A6355_1,North,1.0999999999999996,195.14,flexible
A6362_0,North,65.0,15.33,inflexible
A6362_1,North,28.0,15.46,inflexible
A6362_2,North,29.0,15.59,inflexible
A6362_3,North,29.0,15.71,inflexible
A6362_4,North,29.0,15.84,inflexible
A6362_5,North,29.0,15.96,inflexible
A6362_6,North,29.0,16.09,inflexible
A6362_7,North,31.0,16.23,inflexible
A6363_0,North,5.0,31.76,inflexible
A6363_1,North,10.0,31.79,inflexible
A6363_2,North,10.0,31.84,inflexible
A6363_3,North,10.0,31.92,inflexible
A6363_4,North,10.0,32.04,inflexible
A6363_5,North,10.0,32.2,inflexible
A6363_6,North,10.0,32.54,inflexible
A6363_7,North,10.0,36.78,inflexible
A6364_0,North,5.0,30.49,inflexible
A6364_1,North,11.0,30.68,inflexible
A6364_2,North,11.0,31.11,inflexible
A6364_3,North,11.0,31.86,inflexible
A6364_4,North,11.0,32.91,inflexible
A6364_5,North,11.0,34.26,inflexible
A6364_6,North,11.0,35.92,inflexible
A6364_7,North,11.0,37.88,inflexible
A6365_0,North,5.0,26.8,inflexible
A6365_1,North,9.0,27.1,inflexible
A6365_2,North,9.0,27.95,inflexible
A6365_3,North,9.0,29.41,inflexible
A6365_4,North,9.0,31.46,inflexible
A6365_5,North,9.0,34.13,inflexible
A6365_6,North,9.0,37.32,inflexible
A6365_7,North,10.0,43.37,flexible
A6366_0,North,10.0,24.26,inflexible
A6366_1,North,20.0,26.72,inflexible
A6366_2,North,18.0,28.94,inflexible
A6366_3,North,9.0,30.05,inflexible
A6366_4,North,9.0,31.16,inflexible
A6366_5,North,9.0,32.27,inflexible
A6366_6,North,9.0,33.38,inflexible
A6366_7,North,6.0,34.48,inflexible
A6367_0,North,10.0,24.26,inflexible
A6367_1,North,20.0,26.72,inflexible
A6367_2,North,18.0,28.94,inflexible
A6367_3,North,9.0,30.05,inflexible
A6367_4,North,9.0,31.16,inflexible
A6367_5,North,9.0,32.27,inflexible
A6367_6,North,9.0,33.38,inflexible
A6367_7,North,6.0,34.48,inflexible
A6370_0,North,191.0,11.29,inflexible
A6370_1,North,8.0,11.36,inflexible
A6370_2,North,98.0,12.21,inflexible
A6370_3,North,84.0,12.94,inflexible
A6370_4,North,76.0,13.61,inflexible
A6370_5,North,39.0,13.94,inflexible
A6370_6,North,38.0,14.27,inflexible
A6370_7,North,82.0,14.99,inflexible
A6371_0,North,116.0,10.8,inflexible
A6371_1,North,78.0,11.36,inflexible
A6371_2,North,58.0,11.79,inflexible
A6371_3,North,58.0,12.21,inflexible
A6371_4,North,58.0,12.63,inflexible
A6371_5,North,97.0,13.34,inflexible
A6371_6,North,70.0,13.85,inflexible
A6371_7,North,39.0,14.13,inflexible
A6373_0,North,10.0,419.58,flexible
A6373_1,North,8.0,419.61,flexible
A6373_2,North,8.0,419.63,flexible
A6375,North,150.0,-12.0,wind
A6377_0,North,110.0,16.79,inflexible
A6377_1,North,73.0,17.05,inflexible
A6377_2,North,91.0,17.39,inflexible
A6377_3,North,92.0,17.73,inflexible
A6377_4,North,91.0,18.06,inflexible
A6377_5,North,91.0,18.4,inflexible
A6377_6,North,46.0,18.57,inflexible
A6377_7,North,96.0,18.92,inflexible
A6389_0,North,72.0,14.31,inflexible
A6389_1,North,43.0,14.5,inflexible
A6389_2,North,43.0,14.69,inflexible
A6389_3,North,51.0,14.92,inflexible
A6389_4,North,50.0,15.14,inflexible
A6389_5,North,43.0,15.34,inflexible
A6389_6,North,36.0,15.5,inflexible
A6389_7,North,36.0,15.66,inflexible
A6390_0,North,4.0,20.8,inflexible
A6390_1,North,10.0,22.93,inflexible
A6390_2,North,14.0,25.88,inflexible
A6390_3,North,14.0,28.87,inflexible
A6390_4,North,14.0,31.82,inflexible
A6390_5,North,14.0,34.81,inflexible
A6390_6,North,14.0,37.79,inflexible
A6390_7,North,12.0,40.32,flexible
A6391_0,North,4.0,24.99,inflexible
A6391_1,North,6.0,26.25,inflexible
A6391_2,North,5.0,27.3,inflexible
A6391_3,North,4.0,28.15,inflexible
A6391_4,North,4.0,28.99,inflexible
A6391_5,North,4.0,29.83,inflexible
A6391_6,North,4.0,30.67,inflexible
A6391_7,North,4.0,31.51,inflexible
A6392_0,North,4.0,24.99,inflexible
A6392_1,North,6.0,26.25,inflexible
A6392_2,North,5.0,27.3,inflexible
A6392_3,North,4.0,28.15,inflexible
A6392_4,North,4.0,28.99,inflexible
A6392_5,North,4.0,29.83,inflexible
A6392_6,North,4.0,30.67,inflexible
A6392_7,North,4.0,31.51,inflexible
A6393,North,108.0,2.0,inflexible
A6396_0,North,10.0,54.79,flexible
A6396_1,North,10.0,54.83,flexible
A6396_2,North,10.0,54.86,flexible
A6396_3,North,10.0,54.89,flexible
A6396_4,North,10.0,54.93,flexible
A6396_5,North,10.0,54.96,flexible
A6396_6,North,10.0,54.99,flexible
A6396_7,North,6.0,55.03,flexible
A6398_0,North,2.5,38.35,inflexible
A6398_1,North,2.5,38.38,flexible
A6398_2,North,2.5,38.41,flexible
A6398_3,North,2.5,38.44,flexible
A6398_4,North,2.5,38.47,flexible
A6398_5,North,2.5,38.5,flexible
A6398_6,North,2.5,38.53,flexible
A6398_7,North,2.5,38.56,flexible
A6399_0,North,2.5,38.35,inflexible
A6399_1,North,2.5,38.38,flexible
A6399_2,North,2.5,38.41,flexible
A6399_3,North,2.5,38.44,flexible
A6399_4,North,2.5,38.47,flexible
A6399_5,North,2.5,38.5,flexible
A6399_6,North,2.5,38.53,flexible
A6399_7,North,2.5,38.56,flexible
A6400_0,North,2.5,38.35,inflexible
A6400_1,North,2.5,38.38,flexible
A6400_2,North,2.5,38.41,flexible
A6400_3,North,2.5,38.44,flexible
A6400_4,North,2.5,38.47,flexible
A6400_5,North,2.5,38.5,flexible
A6400_6,North,2.5,38.53,flexible
A6400_7,North,2.5,38.56,flexible
A6401_0,North,2.5,38.35,inflexible
A6401_1,North,2.5,38.38,flexible
A6401_2,North,2.5,38.41,flexible
A6401_3,North,2.5,38.44,flexible
A6401_4,North,2.5,38.47,flexible
A6401_5,North,2.5,38.5,flexible
A6401_6,North,2.5,38.53,flexible
A6401_7,North,2.5,38.56,flexible
A6402_0,North,10.0,420.1,flexible
A6402_1,North,8.0,420.13,flexible
A6402_2,North,8.0,420.14,flexible
A6403_0,North,10.0,44.48,flexible
A6403_1,North,10.0,44.51,flexible
A6403_2,North,10.0,44.54,flexible
A6403_3,North,10.0,44.56,flexible
A6403_4,North,10.0,44.59,flexible
A6403_5,North,10.0,44.62,flexible
A6403_6,North,10.0,44.64,flexible
A6403_7,North,6.0,44.67,flexible
A6404_0,North,10.0,44.48,flexible
A6404_1,North,10.0,44.51,flexible
A6404_2,North,10.0,44.54,flexible
A6404_3,North,10.0,44.56,flexible
A6404_4,North,10.0,44.59,flexible
A6404_5,North,10.0,44.62,flexible
A6404_6,North,10.0,44.64,flexible
A6404_7,North,6.0,44.67,flexible
A6405_0,North,5.0,19.05,inflexible
A6405_1,North,2.0,24.22,inflexible
A6405_2,North,2.0,28.93,inflexible
A6405_3,North,2.0,33.19,inflexible
A6405_4,North,2.0,36.99,inflexible
A6405_5,North,2.0,40.32,flexible
A6405_6,North,2.0,43.2,flexible
A6405_7,North,2.0,45.62,flexible
A6406_0,North,5.0,19.05,inflexible
A6406_1,North,2.0,24.22,inflexible
A6406_2,North,2.0,28.93,inflexible
A6406_3,North,2.0,33.19,inflexible
A6406_4,North,2.0,36.99,inflexible
A6406_5,North,2.0,40.32,flexible
A6406_6,North,2.0,43.2,flexible
A6406_7,North,2.0,45.62,flexible
A6407,North,75.0,-12.0,wind
A6408_0,North,10.0,419.58,flexible
A6408_1,North,8.0,419.61,flexible
A6408_2,North,8.0,419.63,flexible
A6411,North,175.5,-12.0,wind
A6413_0,North,30.0,23.55,inflexible
A6413_1,North,15.0,23.92,inflexible
A6413_2,North,15.0,24.3,inflexible
A6413_3,North,15.0,24.68,inflexible
A6413_4,North,15.0,25.06,inflexible
A6413_5,North,15.0,25.44,inflexible
A6413_6,North,15.0,25.82,inflexible
A6413_7,North,20.0,26.33,inflexible
A6420,North,201.2,-12.0,wind
A6430,North,99.0,-12.0,wind
A6433,North,286.4,-12.0,wind
A6434,North,153.0,-12.0,wind
A6436,North,174.8,-12.0,wind
A6438_0,North,1.0,-50.0,wind
A6438_1,North,59.0,0.0,wind
A6439_0,North,20.0,27.81,inflexible
A6439_1,North,4.0,27.82,inflexible
A6439_2,North,5.0,27.83,inflexible
A6440_0,North,6.0,28.95,inflexible
A6440_1,North,6.0,28.96,inflexible
A6440_2,North,6.0,28.97,inflexible
A6441_0,North,8.0,13.82,inflexible
A6441_1,North,2.0,13.83,inflexible
A6441_2,North,2.0,13.84,inflexible
A6442_0,North,38.0,21.45,inflexible
A6442_1,North,62.0,21.46,inflexible
A6442_2,North,41.0,21.47,inflexible
A6442_3,North,1.0,21.48,inflexible
A6446,Central,18.2,-0.01,wind
A6449_0,Central,55.0,12.0,inflexible
A6449_1,Central,41.400000000000006,150.0,flexible
A6452_0,North,1.0,6.25,inflexible
A6452_1,North,4.0,6.5,inflexible
A6458_0,Central,244.0,2.3,inflexible
A6458_1,Central,0.0999999999999943,100.0,flexible
A6459_0,Central,246.0,1.9,inflexible
A6459_1,Central,0.0999999999999943,100.0,flexible
A6601_0,Central,312.4,12.45,inflexible
A6601_1,Central,87.60000000000002,13.04,inflexible
A6601_2,Central,0.1000000000000227,13.83,inflexible
A6601_3,Central,205.0,15.77,inflexible
A6606_0,North,7.0,0.0,wind
A6606_1,North,11.0,999.0,flexible
A6607,North,100.0,-35.51,wind
A6611,North,16.0,0.0,wind
A6612_0,North,50.0,3.0,inflexible
A6612_1,North,64.0,3.01,inflexible
A6616_0,North,24.0,11.29,inflexible
A6616_1,North,1.0,11.36,inflexible
A6616_2,North,12.0,12.21,inflexible
A6616_3,North,11.0,12.94,inflexible
A6616_4,North,9.0,13.61,inflexible
A6616_5,North,5.0,13.94,inflexible
A6616_6,North,5.0,14.27,inflexible
A6616_7,North,10.0,14.99,inflexible
A6617_0,North,17.2,10.8,inflexible
A6617_1,North,11.5,11.36,inflexible
A6617_2,North,8.599999999999998,11.79,inflexible
A6617_3,North,9.5,12.21,inflexible
A6617_4,North,7.700000000000003,12.63,inflexible
A6617_5,North,14.299999999999995,13.34,inflexible
A6617_6,North,10.299999999999995,13.85,inflexible
A6617_7,North,5.700000000000003,14.13,inflexible
A6618_0,North,1.0,16.38,inflexible
A6618_1,North,5.0,16.79,inflexible
A6618_2,North,3.0,17.05,inflexible
A6618_3,North,5.0,17.39,inflexible
A6618_4,North,4.0,17.73,inflexible
A6618_5,North,5.0,18.06,inflexible
A6618_6,North,5.0,18.4,inflexible
A6618_7,North,2.0,18.57,inflexible
A6618_8,North,5.0,18.92,inflexible
A6619_0,North,5.0,16.79,inflexible
A6619_1,North,3.0,17.05,inflexible
A6619_2,North,4.0,17.39,inflexible
A6619_3,North,4.0,17.73,inflexible
A6619_4,North,4.0,18.06,inflexible
A6619_5,North,4.0,18.4,inflexible
A6619_6,North,2.0,18.57,inflexible
A6619_7,North,4.0,18.92,inflexible
A6620,North,28.0,-38.0,wind
A6625,North,9.0,0.0,wind
A6634,North,1.0,0.0,wind
A6663,Central,999.0,0.0,wind
A6665_0,Central,100.0,18.2,inflexible
A6665_1,Central,61.0,18.34,inflexible
A6665_2,Central,30.0,18.61,inflexible
A6665_3,Central,22.0,18.89,inflexible
A6665_4,Central,18.0,19.17,inflexible
A6665_5,Central,29.0,19.64,inflexible
A6667_0,Central,350.0,16.72,inflexible
A6667_1,Central,123.0,16.78,inflexible
A6667_2,Central,187.0,16.98,inflexible
A6667_3,Central,80.0,17.19,inflexible
A6667_4,Central,42.0,17.33,inflexible
A6667_5,Central,29.0,17.43,inflexible
A6667_6,Central,24.0,17.52,inflexible
A6673,Central,999.0,0.0,wind
A6674,Central,500.0,30.6,inflexible
A6680,Central,40.0,48.82,flexible
A6682,Central,999.0,0.0,wind
A6683_0,Central,9.0,106.86,flexible
A6683_1,Central,4.199999999999999,106.87,flexible
A6683_2,Central,2.8000000000000007,106.88,flexible
A6684,Central,999.0,0.0,wind
A6685_0,Central,140.0,18.36,inflexible
A6685_1,Central,30.0,18.71,inflexible
A6685_2,Central,3.0,18.75,inflexible
A6685_3,Central,21.0,19.07,inflexible
A6685_4,Central,19.0,19.41,inflexible
A6685_5,Central,15.0,19.72,inflexible
A6685_6,Central,14.0,20.03,inflexible
A6685_7,Central,13.0,20.34,inflexible
A6686_0,Central,130.0,20.0,inflexible
A6686_1,Central,40.0,20.03,inflexible
A6686_2,Central,10.0,20.04,inflexible
A6686_3,Central,1.0,101.64,flexible
A6686_4,Central,23.0,101.9,flexible
A6686_5,Central,18.0,102.29,flexible
A6686_6,Central,14.0,102.67,flexible
A6687_0,Central,60.0,48.63,flexible
A6687_1,Central,115.0,49.03,flexible
A6687_2,Central,1.0,89.06,flexible
A6687_3,Central,107.0,89.73,flexible
A6687_4,Central,108.0,91.17,flexible
A6687_5,Central,80.0,92.58,flexible
A6687_6,Central,64.0,94.02,flexible
A6687_7,Central,55.0,95.44,flexible
A6688_0,Central,60.0,49.6,flexible
A6688_1,Central,40.0,49.94,flexible
A6688_2,Central,1.0,90.72,flexible
A6688_3,Central,20.0,91.03,flexible
A6688_4,Central,68.0,91.96,flexible
A6688_5,Central,77.0,92.88,flexible
A6688_6,Central,89.0,93.81,flexible
A6688_7,Central,111.0,94.73,flexible
A6689,Central,383.0,43.79,flexible
A6690,Central,192.0,43.87,flexible
A6693,Central,383.0,43.83,flexible
A6710,Central,999.0,0.0,wind
A6711,Central,500.0,34.3,inflexible
A6723,Central,190.0,16.96,inflexible
A6725,Central,190.0,15.09,inflexible
A6793_0,Central,40.0,39.77,flexible
A6793_1,Central,11.0,41.51,flexible
A6811,Central,49.5,0.0,wind
A6850_0,North,1.0,0.01,inflexible
A6850_1,North,4.0,0.1,inflexible
A6850_2,North,5.0,0.15,inflexible
A6861_0,North,35.0,38.92,flexible
A6861_1,North,3.0,38.93,flexible
A6862_0,North,35.0,42.43,flexible
A6862_1,North,3.0,42.44,flexible
A6863,North,23.0,0.0,wind
A6865_0,North,115.0,23.94,inflexible
A6865_1,North,168.89999999999998,23.97,inflexible
A6865_2,North,86.10000000000002,26.71,inflexible
A6866,North,17.0,0.0,wind
A6870,North,19.0,0.0,wind
A6884,North,200.0,-34.0,wind
A6885_0,North,28.0,14.31,inflexible
A6885_1,North,16.700000000000003,14.5,inflexible
A6885_2,North,16.699999999999996,14.69,inflexible
A6885_3,North,19.9,14.92,inflexible
A6885_4,North,19.40000000000001,15.14,inflexible
A6885_5,North,16.700000000000003,15.34,inflexible
A6885_6,North,14.0,15.5,inflexible
A6885_7,North,14.0,15.66,inflexible
A6886_0,North,0.1,-20.0,wind
A6886_1,North,7.5,0.4,inflexible
A6886_2,North,4.1,2.1,inflexible
A6886_3,North,2.6000000000000014,3.5,inflexible
A6886_4,North,2.3999999999999986,5.4,inflexible
A6886_5,North,1.0,6.5,inflexible
A6886_6,North,1.1999999999999993,11.5,inflexible
A6959,North,100.0,-35.51,wind
A6972_0,Central,73.0,22.03,inflexible
A6972_1,Central,18.0,22.04,inflexible
A6972_2,Central,18.0,22.06,inflexible
A6972_3,Central,18.0,22.08,inflexible
A6972_4,Central,18.0,22.1,inflexible
A6972_5,Central,18.0,22.12,inflexible
A6972_6,Central,18.0,22.14,inflexible
A6972_7,Central,18.0,22.16,inflexible
A6972_8,Central,18.0,22.17,inflexible
A6973_0,Central,72.0,22.3,inflexible
A6973_1,Central,17.0,22.38,inflexible
A6973_2,Central,17.0,22.46,inflexible
A6973_3,Central,17.0,22.55,inflexible
A6973_4,Central,17.0,22.63,inflexible
A6973_5,Central,17.0,22.71,inflexible
A6973_6,Central,17.0,22.79,inflexible
A6973_7,Central,17.0,22.88,inflexible
A6973_8,Central,17.0,22.96,inflexible
A6978_0,Central,7.0,49.06,flexible
A6978_1,Central,7.0,49.48,flexible
A6978_2,Central,7.0,49.9,flexible
A6978_3,Central,7.0,50.33,flexible
A6978_4,Central,7.0,50.75,flexible
A6978_5,Central,7.0,51.17,flexible
A6978_6,Central,7.0,51.6,flexible
A6978_7,Central,7.0,52.02,flexible
A6978_8,Central,7.0,52.56,flexible
A6983_0,Central,140.0,13.18,inflexible
A6983_1,Central,40.0,13.68,inflexible
A6983_2,Central,20.0,16.56,inflexible
A6983_3,Central,99.0,17.18,inflexible
A6983_4,Central,1.0,18.83,inflexible
A6983_5,Central,40.0,19.02,inflexible
A6983_6,Central,20.0,19.11,inflexible
A6983_7,Central,20.0,19.21,inflexible
A6983_8,Central,20.0,19.3,inflexible
A6985,North,0.1,-0.5,wind
A6992,North,1.0,-34.33,wind
A6994_0,North,1.0,-50.0,wind
A6994_1,North,13.0,0.0,wind
A6994_2,North,13.0,1.0,inflexible
A6995,North,999.0,0.0,wind
A6999_0,North,1.0,-50.0,wind
A6999_1,North,60.0,0.0,wind
A7043_0,Central,359.0,9.88,inflexible
A7043_1,Central,47.0,10.67,inflexible
A7043_2,Central,47.0,11.46,inflexible
A7043_3,Central,46.0,12.25,inflexible
A7043_4,Central,47.0,13.04,inflexible
A7047,Central,117.3,0.0,wind
A7049,North,160.0,0.0,wind
A7064,North,25.2,-2.0,wind
A7065,North,1.0,0.0,wind
A7074_0,North,310.0,-5.0,wind
A7074_1,North,0.1000000000000227,10.09,inflexible
A7074_2,North,26.899999999999977,10.15,inflexible
A7074_3,North,26.899999999999977,10.21,inflexible
A7074_4,North,26.900000000000038,10.26,inflexible
A7074_5,North,26.899999999999977,10.32,inflexible
A7074_6,North,26.900000000000038,10.38,inflexible
A7074_7,North,26.899999999999977,10.44,inflexible
A7074_8,North,26.899999999999977,10.49,inflexible
A7077_0,North,310.0,-5.0,wind
A7077_1,North,0.1000000000000227,10.09,inflexible
A7077_2,North,27.799999999999955,10.15,inflexible
A7077_3,North,27.80000000000001,10.21,inflexible
A7077_4,North,27.80000000000001,10.26,inflexible
A7077_5,North,27.80000000000001,10.32,inflexible
A7077_6,North,27.80000000000001,10.38,inflexible
A7077_7,North,27.799999999999955,10.44,inflexible
A7077_8,North,27.80000000000001,10.49,inflexible
A7081,North,19.8,0.0,wind
A7082,North,19.8,0.0,wind
A7127_0,Central,39.0,7.21,inflexible
A7127_1,Central,9.4,7.53,inflexible
A7127_2,Central,9.300000000000004,7.79,inflexible
A7127_3,Central,9.399999999999991,8.11,inflexible
A7131_0,Central,38.0,14.7,inflexible
A7131_1,Central,26.0,14.71,inflexible
A7150,North,13.5,-2.0,wind
A7158,North,0.1,-35.51,wind
A7159,North,100.0,0.0,wind
A7160,North,100.0,0.0,wind
A7161,North,999.0,0.0,wind
A7162,North,100.0,0.0,wind
A7163,North,100.0,0.0,wind
A7164,North,100.0,0.0,wind
A7165,North,100.0,0.0,wind
A7166,North,100.0,0.0,wind
A7297,Central,36.0,40.59,flexible
A7298,Central,36.0,40.59,flexible
A7299,Central,36.0,40.59,flexible
A7300,Central,36.0,40.59,flexible
A7311,North,36.0,0.0,wind
A7353,Central,150.0,0.0,wind
A7362_0,Central,24.0,13.16,inflexible
A7362_1,Central,5.699999999999999,13.33,inflexible
A7362_2,Central,5.800000000000001,13.5,inflexible
A7362_3,Central,5.700000000000003,13.67,inflexible
A7363,Central,150.0,0.0,wind
A7493_0,North,0.1,-15.0,wind
A7493_1,North,40.9,-14.5,wind
A7501_0,North,6.0,146.78,flexible
A7501_1,North,3.0,160.94,flexible
A7501_2,North,3.0,175.1,flexible
A7501_3,North,3.0,189.25,flexible
A7501_4,North,3.0,203.41,flexible
A7501_5,North,3.0,217.57,flexible
A7501_6,North,3.0,231.73,flexible
A7501_7,North,2.0,241.17,flexible
A7502,North,20.0,0.0,wind
A7548_0,North,1.0,-50.0,wind
A7548_1,North,7.0,0.0,wind
A7548_2,North,7.0,6.0,inflexible
A7549,North,80.0,2.0,inflexible
A7550,North,119.6,-12.0,wind
A7564,Central,500.0,34.3,inflexible
A7578,Central,500.0,30.6,inflexible
A7589,Central,68.4,-0.01,wind
A7590,Central,61.1,-23.44,wind
A7682,Central,2.5,0.0,wind
A7683,Central,3.7,0.0,wind
A7795,North,133.2,-12.0,wind
A7796,North,151.6,-12.0,wind
A7797,North,158.4,-12.0,wind
A7869_0,North,4.0,0.0,wind
A7869_1,North,17.0,999.0,flexible
A7884_0,North,37.5,12.7,inflexible
A7884_1,North,2.5,12.79,inflexible
A7884_2,North,5.0,12.85,inflexible
A7884_3,North,5.0,12.91,inflexible
A7884_4,North,10.0,12.97,inflexible
A7884_5,North,10.0,13.04,inflexible
A7884_6,North,10.0,13.1,inflexible
A7884_7,North,10.0,13.16,inflexible
A7884_8,North,12.0,13.22,inflexible
A7890,North,10.0,162.75,flexible
A7894,North,16.0,0.0,wind
A7895,North,16.0,0.0,wind
A7931,North,100.0,-12.0,wind
A7932,North,200.1,-12.0,wind
A7933,Central,999.0,-0.45,wind
A7937,Central,72.8,-0.01,wind
