id,node,capacity (MW),offer ($/MW),type
A11873_2,North,31.0,7.47,inflexible
A11873_3,North,31.0,7.95,inflexible
A11873_4,North,31.0,8.42,inflexible
A11873_5,North,31.0,8.9,inflexible
A11873_6,North,31.0,9.38,inflexible
A11873_7,North,31.0,9.85,inflexible
A11874_0,North,97.0,6.51,inflexible
A11874_1,North,31.0,6.99,inflexible
A11874_2,North,31.0,7.47,inflexible
A11874_3,North,31.0,7.95,inflexible
A11874_4,North,31.0,8.42,inflexible
A11874_5,North,31.0,8.9,inflexible
A11874_6,North,31.0,9.38,inflexible
A11874_7,North,31.0,9.85,inflexible
A11875_0,South,1.0,4.77,inflexible
A11875_1,South,490.0,11.01,inflexible
A11875_2,South,60.0,13.94,inflexible
A11876_0,South,1.0,4.86,inflexible
A11876_1,South,480.0,10.8,inflexible
A11876_2,South,60.0,14.44,inflexible
A11877_0,South,1.0,7.47,inflexible
A11877_1,South,489.0,14.42,inflexible
A11877_2,South,59.0,19.19,inflexible
A11878_0,South,1.0,5.66,inflexible
A11878_1,South,486.0,14.55,inflexible
A11878_2,South,60.0,19.08,inflexible
A11880_0,Central,404.0,10.33,inflexible
A11880_1,Central,34.0,10.36,inflexible
A11880_2,Central,34.0,10.55,inflexible
A11880_3,Central,34.0,10.85,inflexible
A11880_4,Central,34.0,11.26,inflexible
A11880_5,Central,34.0,11.8,inflexible
A11880_6,Central,34.0,12.45,inflexible
A11880_7,Central,34.0,13.21,inflexible
A11907,North,105.0,-10.0,wind
A11950,North,250.3,-12.0,wind
A12132,Central,16.6,0.0,wind
A12133,Central,132.8,-23.44,wind
A12140,Central,1.0,10.37,inflexible
A12493,North,200.0,-35.08,wind
A12752_0,Central,102.0,15.86,inflexible
A12752_1,Central,61.0,15.88,inflexible
A12752_2,Central,0.0999999999999943,40.87,flexible
A12752_3,Central,36.900000000000006,40.88,flexible
A12753,Central,100.0,-33.0,wind
A12762_0,North,4.0,0.0,wind
A12762_1,North,23.0,999.0,flexible
A12822,North,168.0,-12.0,wind
A12823,North,340.0,-12.0,wind
A13077_0,North,9.0,17.15,inflexible
A13077_1,North,9.0,18.39,inflexible
A13077_2,North,7.0,19.35,inflexible
A13077_3,North,11.0,20.87,inflexible
A13077_4,North,10.0,22.25,inflexible
A13309,Central,999.0,-24.45,wind
A13319,South,81.0,999.0,flexible
A13379,North,250.0,13.6,inflexible
A13536_0,South,1.0,10.02,inflexible
A13536_1,South,231.0,13.42,inflexible
A13536_2,South,28.100000000000023,17.97,inflexible
A13537_0,South,1.0,10.72,inflexible
A13537_1,South,233.0,13.53,inflexible
A13537_2,South,28.100000000000023,18.51,inflexible
A13538_0,South,1.0,7.41,inflexible
A13538_1,South,236.0,10.89,inflexible
A13538_2,South,28.100000000000023,14.1,inflexible
A13618_0,South,21.8,17.48,inflexible
A13618_1,South,3.6999999999999993,17.72,inflexible
A13618_2,South,8.299999999999997,18.25,inflexible
A13618_3,South,16.6,19.32,inflexible
A13647_0,Central,380.0,14.64,inflexible
A13647_1,Central,180.0,26.13,inflexible
A13962,North,117.0,-35.0,wind
A13964,North,65.0,-32.99,wind
A13965,North,300.0,-34.0,wind
A13966_0,North,1.0,-33.0,wind
A13966_1,North,103.0,-32.0,wind
A13969_0,Central,46.8,17.7,inflexible
A13969_1,Central,88.89999999999999,18.85,inflexible
A13969_2,Central,10.300000000000011,46.75,flexible
A13985_0,North,0.1,-31.66,wind
A13985_1,North,99.9,-31.65,wind
A13986_0,North,4.0,23.78,inflexible
A13986_1,North,5.5,23.88,inflexible
A13986_2,North,9.5,24.04,inflexible
A13986_3,North,9.5,24.2,inflexible
A13986_4,North,9.5,24.37,inflexible
A14023,North,200.0,-12.0,wind
A14031_0,South,26.5,9.62,inflexible
A14031_1,South,3.6000000000000014,9.68,inflexible
A14031_2,South,3.3999999999999986,9.74,inflexible
A14031_3,South,3.5,9.8,inflexible
A14031_4,South,1.6000000000000014,9.83,inflexible
A14031_5,South,11.4,10.03,inflexible
A14222,Central,81.0,-30.37,wind
A14223,Central,0.1,-31.38,wind
A14256_0,South,1.0,6.22,inflexible
A14256_1,South,744.0,12.28,inflexible
A14256_2,South,193.0,17.59,inflexible
A14274_0,North,1.0,-34.0,wind
A14274_1,North,169.0,-33.0,wind
A14289_0,North,0.1,7.0,inflexible
A14289_1,North,99.9,7.01,inflexible
A14329,North,310.4,-12.0,wind
A14330,North,500.8,-12.0,wind
A14514,Central,89.0,-23.44,wind
A14517_0,Central,49.0,-33.66,wind
A14517_1,Central,19.0,999.0,flexible
A14556_0,Central,11.4,12.87,inflexible
A14556_1,Central,6.299999999999999,12.88,inflexible
A14557_0,Central,11.4,12.87,inflexible
A14557_1,Central,6.299999999999999,12.88,inflexible
A14558_0,Central,11.4,12.87,inflexible
A14558_1,Central,6.299999999999999,12.88,inflexible
A14559_0,Central,11.4,12.87,inflexible
A14559_1,Central,6.299999999999999,12.88,inflexible
A14560_0,Central,11.4,12.87,inflexible
A14560_1,Central,6.299999999999999,12.88,inflexible
A14561_0,Central,11.4,12.87,inflexible
A14561_1,Central,6.299999999999999,12.88,inflexible
A14562_0,Central,11.4,12.87,inflexible
A14562_1,Central,6.299999999999999,12.88,inflexible
A14563_0,Central,11.4,12.87,inflexible
A14563_1,Central,6.299999999999999,12.88,inflexible
A14564_0,Central,11.2,12.87,inflexible
A14564_1,Central,6.199999999999999,12.88,inflexible
A14565_0,Central,11.4,12.87,inflexible
A14565_1,Central,6.299999999999999,12.88,inflexible
A14567_0,South,1.0,18.71,inflexible
A14567_1,South,5.5,18.76,inflexible
A14567_2,South,6.4,18.81,inflexible
A14567_3,South,6.499999999999998,18.87,inflexible
A14567_4,South,9.1,18.95,inflexible
A14605_0,North,1.0,-50.0,wind
A14605_1,North,9.0,0.0,wind
A14606_0,North,5.0,27.11,inflexible
A14606_1,North,10.0,43.99,flexible
A14606_2,North,0.5999999999999996,45.0,flexible
A14612,North,12.0,163.41,flexible
A14845,Central,4.7,0.0,wind
A14847,Central,7.1,0.0,wind
A14849,Central,0.9,0.0,wind
A14852,Central,15.2,0.0,wind
A14861,Central,4.8,0.0,wind
A14868,Central,4.9,0.0,wind
A14869,Central,3.1,0.0,wind
A14890_0,Central,6.5,0.07,inflexible
A14890_1,Central,0.0999999999999996,0.09,inflexible
A14891_0,Central,2.4,0.07,inflexible
A14891_1,Central,0.1,0.09,inflexible
A14896_0,North,81.0,-35.51,wind
A14896_1,North,69.0,999.0,flexible
A15171_0,Central,189.0,10.69,inflexible
A15171_1,Central,21.5,10.79,inflexible
A15171_2,Central,21.5,10.89,inflexible
A15171_3,Central,21.5,10.98,inflexible
A15171_4,Central,21.5,11.08,inflexible
A15171_5,Central,21.5,11.18,inflexible
A15171_6,Central,21.5,11.28,inflexible
A15171_7,Central,21.5,11.38,inflexible
A15172_0,Central,189.0,10.69,inflexible
A15172_1,Central,21.5,10.79,inflexible
A15172_2,Central,21.5,10.89,inflexible
A15172_3,Central,21.5,10.98,inflexible
A15172_4,Central,21.5,11.08,inflexible
A15172_5,Central,21.5,11.18,inflexible
A15172_6,Central,21.5,11.28,inflexible
A15172_7,Central,21.5,11.38,inflexible
A15186,North,150.0,-35.51,wind
A15206,North,105.6,-33.07,wind
A15213_0,North,50.0,3.0,inflexible
A15213_1,North,50.0,3.01,inflexible
A15247,North,250.0,-12.0,wind
A15448,North,150.0,-34.77,wind
A15458,Central,116.0,-1.0,wind
A15484_0,South,1.0,8.75,inflexible
A15484_1,South,785.0,10.54,inflexible
A15484_2,South,60.0,15.25,inflexible
A15485_0,South,1.0,8.29,inflexible
A15485_1,South,741.0,11.32,inflexible
A15485_2,South,189.0,16.6,inflexible
A15505,North,200.0,-34.0,wind
A15506_0,North,1.0,-34.0,wind
A15506_1,North,199.0,-33.0,wind
A15508_0,South,1.0,13.54,inflexible
A15508_1,South,12.0,15.36,inflexible
A15509_0,South,1.0,13.54,inflexible
A15509_1,South,12.0,15.36,inflexible
A15520,North,200.0,-31.65,wind
A15531,North,41.2,-34.77,wind
A15533,North,59.0,-34.77,wind
A15534,North,200.0,-34.77,wind
A15568,North,200.9,-12.0,wind
A15569_0,North,100.0,0.0,wind
A15569_1,North,100.0,0.01,inflexible
A15753,Central,148.8,-23.44,wind
A15765_0,Central,31.0,-33.66,wind
A15765_1,Central,32.0,999.0,flexible
A15768,North,0.1,-34.33,wind
A15780,Central,4.7,206.36,flexible
A15781_0,Central,0.1,12.0,inflexible
A15781_1,Central,149.9,12.01,inflexible
A15877,North,90.8,-12.0,wind
A16114_0,South,1.0,19.62,inflexible
A16114_1,South,17.0,21.43,inflexible
A16114_2,South,47.0,23.23,inflexible
A16114_3,South,35.0,25.02,inflexible
A16114_4,South,30.0,26.82,inflexible
A16430,Central,31.4,50.3,flexible
A16431,Central,31.4,50.3,flexible
A16432_0,Central,12.0,45.73,flexible
A16432_1,Central,4.800000000000001,46.62,flexible
A16432_2,Central,4.800000000000001,47.5,flexible
A16432_3,Central,4.799999999999997,48.39,flexible
A16432_4,Central,4.800000000000001,49.27,flexible
A16432_5,Central,4.800000000000001,50.16,flexible
A16432_6,Central,4.799999999999997,51.05,flexible
A16432_7,Central,4.800000000000004,51.93,flexible
A16432_8,Central,4.799999999999997,52.82,flexible
A16433_0,Central,12.0,49.12,flexible
A16433_1,Central,4.800000000000001,49.25,flexible
A16433_2,Central,4.800000000000001,49.38,flexible
A16433_3,Central,4.799999999999997,49.52,flexible
A16433_4,Central,4.800000000000001,49.65,flexible
A16433_5,Central,4.800000000000001,49.79,flexible
A16433_6,Central,4.799999999999997,49.92,flexible
A16433_7,Central,4.800000000000004,50.05,flexible
A16433_8,Central,4.799999999999997,50.19,flexible
A16434_0,Central,16.8,48.84,flexible
A16434_1,Central,28.8,48.85,flexible
A16434_2,Central,4.799999999999997,48.86,flexible
A16435_0,Central,47.0,15.89,inflexible
A16435_1,Central,13.299999999999995,16.52,inflexible
A16435_2,Central,13.299999999999995,17.14,inflexible
A16435_3,Central,13.300000000000011,17.77,inflexible
A16435_4,Central,13.299999999999995,18.4,inflexible
A16435_5,Central,13.299999999999995,19.02,inflexible
A16435_6,Central,13.299999999999995,19.65,inflexible
A16435_7,Central,13.299999999999995,20.27,inflexible
A16435_8,Central,13.300000000000011,20.9,inflexible
A16436_0,Central,47.0,16.17,inflexible
A16436_1,Central,13.299999999999995,16.36,inflexible
A16436_2,Central,13.299999999999995,16.56,inflexible
A16436_3,Central,13.300000000000011,16.75,inflexible
A16436_4,Central,13.299999999999995,16.94,inflexible
A16436_5,Central,0.7999999999999972,41.95,flexible
A16436_6,Central,13.299999999999995,42.15,flexible
A16436_7,Central,13.299999999999995,42.34,flexible
A16436_8,Central,13.300000000000011,42.53,flexible
A16437_0,Central,47.0,11.87,inflexible
A16437_1,Central,13.299999999999995,14.62,inflexible
A16437_2,Central,13.299999999999995,14.88,inflexible
A16437_3,Central,13.300000000000011,15.14,inflexible
A16437_4,Central,13.299999999999995,15.4,inflexible
A16437_5,Central,13.299999999999995,15.65,inflexible
A16437_6,Central,13.299999999999995,15.91,inflexible
A16437_7,Central,13.299999999999995,16.17,inflexible
A16437_8,Central,13.300000000000011,16.42,inflexible
A16452,Central,5.0,0.0,wind
A16464_0,North,1.0,-35.51,wind
A16464_1,North,129.0,-35.5,wind
A16485,North,1.0,-34.33,wind
A16783,Central,10.0,103.31,flexible
A16807,North,150.0,0.0,wind
A16808,North,205.5,0.0,wind
A16809,North,200.0,-34.77,wind
