id,node,capacity (MW),offer ($/MW)
A6434,North,153.0,-12.0
A6436,North,174.8,-12.0
A6438_0,North,1.0,-50.0
A6438_1,North,59.0,0.0
A6439_0,North,20.0,27.81
A6439_1,North,4.0,27.82
A6439_2,North,5.0,27.83
A6440_0,North,6.0,28.95
A6440_1,North,6.0,28.96
A6440_2,North,6.0,28.97
A6441_0,North,8.0,13.82
A6441_1,North,2.0,13.83
A6441_2,North,2.0,13.84
A6442_0,North,38.0,21.45
A6442_1,North,62.0,21.46
A6442_2,North,41.0,21.47
A6442_3,North,1.0,21.48
A6446,Central,18.2,-0.01
A6449_0,Central,55.0,12.0
A6449_1,Central,41.400000000000006,150.0
A6452_0,North,1.0,6.25
A6452_1,North,4.0,6.5
A6458_0,Central,244.0,2.3
A6458_1,Central,0.09999999999999432,100.0
A6459_0,Central,246.0,1.9
A6459_1,Central,0.09999999999999432,100.0
A6601_0,Central,312.4,12.45
A6601_1,Central,87.60000000000002,13.04
A6601_2,Central,0.10000000000002274,13.83
A6601_3,Central,205.0,15.77
A6606_0,North,7.0,0.0
A6606_1,North,11.0,999.0
A6607,North,100.0,-35.51
A6611,North,16.0,0.0
A6612_0,North,50.0,3.0
A6612_1,North,64.0,3.01
A6616_0,North,24.0,11.29
A6616_1,North,1.0,11.36
A6616_2,North,12.0,12.21
A6616_3,North,11.0,12.94
A6616_4,North,9.0,13.61
A6616_5,North,5.0,13.94
A6616_6,North,5.0,14.27
A6616_7,North,10.0,14.99
A6617_0,North,17.2,10.8
A6617_1,North,11.5,11.36
A6617_2,North,8.599999999999998,11.79
A6617_3,North,9.5,12.21
A6617_4,North,7.700000000000003,12.63
A6617_5,North,14.299999999999997,13.34
A6617_6,North,10.299999999999997,13.85
A6617_7,North,5.700000000000003,14.13
A6618_0,North,1.0,16.38
A6618_1,North,5.0,16.79
A6618_2,North,3.0,17.05
A6618_3,North,5.0,17.39
A6618_4,North,4.0,17.73
A6618_5,North,5.0,18.06
A6618_6,North,5.0,18.4
A6618_7,North,2.0,18.57
A6618_8,North,5.0,18.92
A6619_0,North,5.0,16.79
A6619_1,North,3.0,17.05
A6619_2,North,4.0,17.39
A6619_3,North,4.0,17.73
A6619_4,North,4.0,18.06
A6619_5,North,4.0,18.4
A6619_6,North,2.0,18.57
A6619_7,North,4.0,18.92
A6620,North,28.0,-38.0
A6625,North,9.0,0.0
A6634,North,1.0,0.0
A6663,Central,999.0,0.0
A6665_0,Central,100.0,18.2
A6665_1,Central,61.0,18.34
A6665_2,Central,30.0,18.61
A6665_3,Central,22.0,18.89
A6665_4,Central,18.0,19.17
A6665_5,Central,29.0,19.64
A6667_0,Central,350.0,16.72
A6667_1,Central,123.0,16.78
A6667_2,Central,187.0,16.98
A6667_3,Central,80.0,17.19
A6667_4,Central,42.0,17.33
A6667_5,Central,29.0,17.43
A6667_6,Central,24.0,17.52
A6673,Central,999.0,0.0
A6674,Central,500.0,30.6
A6680,Central,40.0,48.82
A6682,Central,999.0,0.0
A6683_0,Central,9.0,106.86
A6683_1,Central,4.199999999999999,106.87
A6683_2,Central,2.8000000000000007,106.88
A6684,Central,999.0,0.0
A6685_0,Central,140.0,18.36
A6685_1,Central,30.0,18.71
A6685_2,Central,3.0,18.75
A6685_3,Central,21.0,19.07
A6685_4,Central,19.0,19.41
A6685_5,Central,15.0,19.72
A6685_6,Central,14.0,20.03
A6685_7,Central,13.0,20.34
A6686_0,Central,130.0,20.0
A6686_1,Central,40.0,20.03
A6686_2,Central,10.0,20.04
A6686_3,Central,1.0,101.64
A6686_4,Central,23.0,101.9
A6686_5,Central,18.0,102.29
A6686_6,Central,14.0,102.67
A6687_0,Central,60.0,48.63
A6687_1,Central,115.0,49.03
A6687_2,Central,1.0,89.06
A6687_3,Central,107.0,89.73
A6687_4,Central,108.0,91.17
A6687_5,Central,80.0,92.58
A6687_6,Central,64.0,94.02
A6687_7,Central,55.0,95.44
A6688_0,Central,60.0,49.6
A6688_1,Central,40.0,49.94
A6688_2,Central,1.0,90.72
A6688_3,Central,20.0,91.03
A6688_4,Central,68.0,91.96
A6688_5,Central,77.0,92.88
A6688_6,Central,89.0,93.81
A6688_7,Central,111.0,94.73
A6689,Central,383.0,43.79
A6690,Central,192.0,43.87
A6693,Central,383.0,43.83
A6710,Central,999.0,0.0
A6711,Central,500.0,34.3
A6723,Central,190.0,16.96
A6725,Central,190.0,15.09
A6793_0,Central,40.0,39.77
A6793_1,Central,11.0,41.51
A6811,Central,49.5,0.0
A6850_0,North,1.0,0.01
A6850_1,North,4.0,0.1
A6850_2,North,5.0,0.15
A6861_0,North,35.0,38.92
A6861_1,North,3.0,38.93
A6862_0,North,35.0,42.43
A6862_1,North,3.0,42.44
A6863,North,23.0,0.0
A6865_0,North,115.0,23.94
A6865_1,North,168.89999999999998,23.97
A6865_2,North,86.10000000000002,26.71
A6866,North,17.0,0.0
A6870,North,19.0,0.0
A6884,North,200.0,-34.0
A6885_0,North,28.0,14.31
A6885_1,North,16.700000000000003,14.5
A6885_2,North,16.699999999999996,14.69
A6885_3,North,19.9,14.92
A6885_4,North,19.400000000000006,15.14
A6885_5,North,16.700000000000003,15.34
A6885_6,North,14.0,15.5
A6885_7,North,14.0,15.66
A6886_0,North,0.1,-20.0
A6886_1,North,7.5,0.4
A6886_2,North,4.1,2.1
A6886_3,North,2.6000000000000014,3.5
A6886_4,North,2.3999999999999986,5.4
A6886_5,North,1.0,6.5
A6886_6,North,1.1999999999999993,11.5
A6959,North,100.0,-35.51
A6972_0,Central,73.0,22.03
A6972_1,Central,18.0,22.04
A6972_2,Central,18.0,22.06
A6972_3,Central,18.0,22.08
A6972_4,Central,18.0,22.1
A6972_5,Central,18.0,22.12
A6972_6,Central,18.0,22.14
A6972_7,Central,18.0,22.16
A6972_8,Central,18.0,22.17
A6973_0,Central,72.0,22.3
A6973_1,Central,17.0,22.38
A6973_2,Central,17.0,22.46
A6973_3,Central,17.0,22.55
A6973_4,Central,17.0,22.63
A6973_5,Central,17.0,22.71
A6973_6,Central,17.0,22.79
A6973_7,Central,17.0,22.88
A6973_8,Central,17.0,22.96
A6978_0,Central,7.0,49.06
A6978_1,Central,7.0,49.48
A6978_2,Central,7.0,49.9
A6978_3,Central,7.0,50.33
A6978_4,Central,7.0,50.75
A6978_5,Central,7.0,51.17
A6978_6,Central,7.0,51.6
A6978_7,Central,7.0,52.02
A6978_8,Central,7.0,52.56
A6983_0,Central,140.0,13.18
A6983_1,Central,40.0,13.68
A6983_2,Central,20.0,16.56
A6983_3,Central,99.0,17.18
A6983_4,Central,1.0,18.83
A6983_5,Central,40.0,19.02
A6983_6,Central,20.0,19.11
A6983_7,Central,20.0,19.21
A6983_8,Central,20.0,19.3
A6985,North,0.1,-0.5
A6992,North,1.0,-34.33
A6994_0,North,1.0,-50.0
A6994_1,North,13.0,0.0
A6994_2,North,13.0,1.0
A6995,North,999.0,0.0
A6999_0,North,1.0,-50.0
A6999_1,North,60.0,0.0
A7043_0,Central,359.0,9.88
A7043_1,Central,47.0,10.67
A7043_2,Central,47.0,11.46
A7043_3,Central,46.0,12.25
A7043_4,Central,47.0,13.04
A7047,Central,117.3,0.0
A7049,North,160.0,0.0
A7064,North,25.2,-2.0
A7065,North,1.0,0.0
A7074_0,North,310.0,-5.0
A7074_1,North,0.10000000000002274,10.09
A7074_2,North,26.899999999999977,10.15
A7074_3,North,26.899999999999977,10.21
A7074_4,North,26.900000000000034,10.26
A7074_5,North,26.899999999999977,10.32
A7074_6,North,26.900000000000034,10.38
A7074_7,North,26.899999999999977,10.44
A7074_8,North,26.899999999999977,10.49
A7077_0,North,310.0,-5.0
A7077_1,North,0.10000000000002274,10.09
A7077_2,North,27.799999999999955,10.15
A7077_3,North,27.80000000000001,10.21
A7077_4,North,27.80000000000001,10.26
A7077_5,North,27.80000000000001,10.32
A7077_6,North,27.80000000000001,10.38
A7077_7,North,27.799999999999955,10.44
A7077_8,North,27.80000000000001,10.49
A7081,North,19.8,0.0
A7082,North,19.8,0.0
A7127_0,Central,39.0,7.21
A7127_1,Central,9.399999999999999,7.53
A7127_2,Central,9.300000000000004,7.79
A7127_3,Central,9.399999999999991,8.11
A7131_0,Central,38.0,14.7
A7131_1,Central,26.0,14.71
A7150,North,13.5,-2.0
A7158,North,0.1,-35.51
A7159,North,100.0,0.0
A7160,North,100.0,0.0
A7161,North,999.0,0.0
A7162,North,100.0,0.0
A7163,North,100.0,0.0
A7164,North,100.0,0.0
A7165,North,100.0,0.0
A7166,North,100.0,0.0
A7297,Central,36.0,40.59
A7298,Central,36.0,40.59
A7299,Central,36.0,40.59
A7300,Central,36.0,40.59
A7311,North,36.0,0.0
A7353,Central,150.0,0.0
A7362_0,Central,24.0,13.16
A7362_1,Central,5.699999999999999,13.33
A7362_2,Central,5.800000000000001,13.5
A7362_3,Central,5.700000000000003,13.67
A7363,Central,150.0,0.0
A7493_0,North,0.1,-15.0
A7493_1,North,40.9,-14.5
A7501_0,North,6.0,146.78
A7501_1,North,3.0,160.94
A7501_2,North,3.0,175.1
A7501_3,North,3.0,189.25
A7501_4,North,3.0,203.41
A7501_5,North,3.0,217.57
A7501_6,North,3.0,231.73
A7501_7,North,2.0,241.17
A7502,North,20.0,0.0
A7548_0,North,1.0,-50.0
A7548_1,North,7.0,0.0
A7548_2,North,7.0,6.0
A7549,North,80.0,2.0
A7550,North,119.6,-12.0
A7564,Central,500.0,34.3
A7578,Central,500.0,30.6
A7589,Central,68.4,-0.01
A7590,Central,61.1,-23.44
A7682,Central,2.5,0.0
A7683,Central,3.7,0.0
A7795,North,133.2,-12.0
A7796,North,151.6,-12.0
A7797,North,158.4,-12.0
A7869_0,North,4.0,0.0
A7869_1,North,17.0,999.0
A7884_0,North,37.5,12.7
A7884_1,North,2.5,12.79
A7884_2,North,5.0,12.85
A7884_3,North,5.0,12.91
A7884_4,North,10.0,12.97
A7884_5,North,10.0,13.04
A7884_6,North,10.0,13.1
A7884_7,North,10.0,13.16
A7884_8,North,12.0,13.22
A7890,North,10.0,162.75
A7894,North,16.0,0.0
A7895,North,16.0,0.0
A7931,North,100.0,-12.0
A7932,North,200.1,-12.0
A7933,Central,999.0,-0.45
A7937,Central,72.8,-0.01
A7980,Central,60.5,28.66
A7984,Central,58.5,-23.44
A7985,Central,11.7,-23.44
A7986,Central,22.7,-23.44
A8014_0,North,5.0,0.0
A8014_1,North,94.0,0.5
A8015_0,North,0.1,-10.0
A8015_1,North,49.9,-9.5
A8016_0,North,0.1,-10.0
A8016_1,North,35.9,-9.5
A8021,North,7.0,-5.0
A8022,North,23.0,0.0
A8030,North,50.0,0.0
A8034,North,13.2,0.0
A8035,North,13.2,0.0
A8073,North,150.0,-12.0
A8157,North,98.9,0.0
A8264,Central,5.6,8.5
A8281,Central,103.1,0.0
A8288,North,80.0,-46.0
A8301,North,200.0,-35.08
A8492_0,Central,12.0,17.47
A8492_1,Central,4.0,20.0
A8492_2,Central,6.0,20.11
A8493_0,Central,12.0,17.47
A8493_1,Central,4.0,20.0
A8493_2,Central,6.0,20.11
A8494_0,Central,12.0,17.47
A8494_1,Central,4.0,20.0
A8494_2,Central,6.0,20.11
A8534,Central,30.0,0.0
A8535,Central,100.5,-9.25
A8541_0,South,50.0,21.41
A8541_1,South,20.0,21.42
A8541_2,South,5.0,21.43
A8542_0,South,50.0,26.51
A8542_1,South,14.0,28.01
A8542_2,South,10.0,29.51
A8542_0,South,50.0,26.51
A8542_1,South,14.0,28.01
A8542_2,South,10.0,29.51
A8542_0,South,50.0,26.51
A8542_1,South,14.0,28.01
A8542_2,South,10.0,29.51
A8543_0,South,50.0,26.01
A8543_1,South,14.0,27.01
A8543_2,South,11.0,28.01
A8543_0,South,50.0,26.01
A8543_1,South,14.0,27.01
A8543_2,South,11.0,28.01
A8543_0,South,50.0,26.01
A8543_1,South,14.0,27.01
A8543_2,South,11.0,28.01
A8544_0,South,50.0,27.01
A8544_1,South,14.0,29.01
A8544_2,South,11.0,31.01
A8544_0,South,50.0,27.01
A8544_1,South,14.0,29.01
A8544_2,South,11.0,31.01
A8544_0,South,50.0,27.01
A8544_1,South,14.0,29.01
A8544_2,South,11.0,31.01
A8545_0,South,35.0,25.27
A8545_1,South,44.0,26.27
A8545_2,South,13.0,27.27
A8545_0,South,35.0,25.27
A8545_1,South,44.0,26.27
A8545_2,South,13.0,27.27
A8545_0,South,35.0,25.27
A8545_1,South,44.0,26.27
A8545_2,South,13.0,27.27
A8546_0,South,35.0,27.31
A8546_1,South,46.0,30.31
A8546_2,South,11.0,33.31
A8546_0,South,35.0,27.31
A8546_1,South,46.0,30.31
A8546_2,South,11.0,33.31
A8546_0,South,35.0,27.31
A8546_1,South,46.0,30.31
A8546_2,South,11.0,33.31
A8547_0,South,74.0,28.63
A8547_1,South,18.0,31.63
A8547_2,South,7.0,34.63
A8547_0,South,74.0,28.63
A8547_1,South,18.0,31.63
A8547_2,South,7.0,34.63
A8547_0,South,74.0,28.63
A8547_1,South,18.0,31.63
A8547_2,South,7.0,34.63
A8548_0,South,74.0,28.38
A8548_1,South,18.0,31.38
A8548_2,South,7.0,34.38
A8548_0,South,74.0,28.38
A8548_1,South,18.0,31.38
A8548_2,South,7.0,34.38
A8548_0,South,74.0,28.38
A8548_1,South,18.0,31.38
A8548_2,South,7.0,34.38
A8549_0,South,225.0,28.67
A8549_1,South,155.0,30.22
A8549_2,South,1.0,35.23
A8549_3,South,169.0,36.92
A8549_0,South,225.0,28.67
A8549_1,South,155.0,30.22
A8549_2,South,1.0,35.23
A8549_3,South,169.0,36.92
A8549_0,South,225.0,28.67
A8549_1,South,155.0,30.22
A8549_2,South,1.0,35.23
A8549_3,South,169.0,36.92
A8550_0,South,100.0,20.88
A8550_1,South,400.0,23.77
A8550_2,South,1.0,28.78
A8550_3,South,44.0,29.09
A8550_4,South,25.0,29.27
A8550_0,South,100.0,20.88
A8550_1,South,400.0,23.77
A8550_2,South,1.0,28.78
A8550_3,South,44.0,29.09
A8550_4,South,25.0,29.27
A8550_0,South,100.0,20.88
A8550_1,South,400.0,23.77
A8550_2,South,1.0,28.78
A8550_3,South,44.0,29.09
A8550_4,South,25.0,29.27
A8554_0,South,150.0,17.35
A8554_1,South,25.0,18.42
A8554_2,South,25.0,19.66
A8554_3,South,20.0,20.77
A8554_4,South,1.0,20.83
A8554_5,South,54.0,24.36
A8554_6,South,30.0,26.66
A8558_0,South,55.0,41.63
A8558_1,South,30.0,41.64
A8559_0,South,55.0,31.63
A8559_1,South,30.0,31.64
A8560,South,48.0,36.82
A8561,South,48.0,36.82
A8563,South,11.6,39.21
A8564_0,South,8.0,28.7
A8564_1,South,4.199999999999999,29.06
A8564_2,South,4.199999999999999,29.42
A8564_3,South,4.200000000000003,29.78
A8564_4,South,4.199999999999999,30.14
A8565_0,South,8.0,29.85
A8565_1,South,8.600000000000001,31.94
A8565_2,South,7.599999999999998,33.78
A8565_3,South,7.600000000000001,35.62
A8565_4,South,7.599999999999998,37.46
A8566,South,48.0,36.23
A8567,South,48.0,36.23
A8570,South,13.0,1.0
A8573_0,South,6.0,49.32
A8573_1,South,9.0,57.32
A8573_2,South,5.0,65.32
A8573_0,South,6.0,49.32
A8573_1,South,9.0,57.32
A8573_2,South,5.0,65.32
A8573_0,South,6.0,49.32
A8573_1,South,9.0,57.32
A8573_2,South,5.0,65.32
A8574_0,South,5.0,52.94
A8574_1,South,2.0,60.94
A8574_2,South,7.0,68.94
A8574_0,South,5.0,52.94
A8574_1,South,2.0,60.94
A8574_2,South,7.0,68.94
A8574_0,South,5.0,52.94
A8574_1,South,2.0,60.94
A8574_2,South,7.0,68.94
A8577_0,South,5.0,47.56
A8577_1,South,9.0,55.56
A8577_2,South,6.0,63.56
A8577_0,South,5.0,47.56
A8577_1,South,9.0,55.56
A8577_2,South,6.0,63.56
A8577_0,South,5.0,47.56
A8577_1,South,9.0,55.56
A8577_2,South,6.0,63.56
A8578_0,South,5.0,52.0
A8578_1,South,6.0,62.0
A8578_2,South,3.0,72.0
A8578_0,South,5.0,52.0
A8578_1,South,6.0,62.0
A8578_2,South,3.0,72.0
A8578_0,South,5.0,52.0
A8578_1,South,6.0,62.0
A8578_2,South,3.0,72.0
A8579_0,South,5.0,51.43
A8579_1,South,6.0,59.43
A8579_2,South,5.0,67.43
A8579_0,South,5.0,51.43
A8579_1,South,6.0,59.43
A8579_2,South,5.0,67.43
A8579_0,South,5.0,51.43
A8579_1,South,6.0,59.43
A8579_2,South,5.0,67.43
A8581_0,South,6.0,49.37
A8581_1,South,2.0,57.37
A8581_2,South,6.0,65.37
A8581_0,South,6.0,49.37
A8581_1,South,2.0,57.37
A8581_2,South,6.0,65.37
A8581_0,South,6.0,49.37
A8581_1,South,2.0,57.37
A8581_2,South,6.0,65.37
A8723,Central,61.2,-33.67
A8724,Central,51.9,-33.67
A8734_0,Central,140.0,8.11
A8734_1,Central,26.80000000000001,8.43
A8734_2,Central,26.799999999999983,8.74
A8734_3,Central,26.80000000000001,9.06
A8734_4,Central,26.69999999999999,9.37
A8734_5,Central,19.400000000000006,9.6
A8734_6,Central,34.19999999999999,13.5
A8735_0,South,1.0,6.62
A8735_1,South,499.0,14.42
A8735_2,South,65.0,15.44
A8736_0,South,340.0,14.85
A8736_1,South,30.0,15.1
A8736_2,South,30.0,15.36
A8736_3,South,30.0,15.62
A8736_4,South,30.0,15.87
A8736_5,South,36.0,16.18
A8736_6,South,42.0,19.57
A8736_7,South,1.0,27.91
A8737_0,South,181.0,7.37
A8737_1,South,19.0,7.42
A8737_2,South,18.0,7.47
A8737_3,South,19.0,7.52
A8737_4,South,18.0,7.57
A8737_5,South,19.0,7.62
A8737_6,South,18.0,7.67
A8737_7,South,42.0,7.72
A8741_0,South,170.0,14.32
A8741_1,South,20.0,14.88
A8741_2,South,20.0,15.45
A8741_3,South,20.0,16.02
A8741_4,South,20.0,20.63
A8742_0,South,340.0,15.15
A8742_1,South,30.0,15.43
A8742_2,South,25.0,15.66
A8742_3,South,25.0,15.89
A8742_4,South,20.0,16.08
A8742_5,South,40.0,20.63
A8747_0,South,115.0,5.45
A8747_1,South,10.0,5.46
A8747_2,South,42.0,10.26
A8747_3,South,20.0,15.36
A8747_4,South,5.0,87.69
A8758,South,8.5,57.0
A8759_0,South,1.0,5.97
A8759_1,South,204.3,6.33
A8759_2,South,205.3,6.7
A8759_3,South,205.39999999999998,7.07
A8759_4,South,287.4,7.58
A8760_0,South,1.0,8.16
A8760_1,South,241.2,8.39
A8760_2,South,242.2,8.63
A8760_3,South,242.20000000000005,8.86
A8760_4,South,339.1,9.19
A8764_0,South,1.0,10.65
A8764_1,South,247.0,13.78
A8764_2,South,1.0,16.46
A8764_3,South,41.0,16.65
A8765_0,South,1.0,10.65
A8765_1,South,247.0,13.78
A8765_2,South,1.0,16.46
A8765_3,South,41.0,16.65
A8766_0,South,1.0,13.74
A8766_1,South,244.0,17.77
A8766_2,South,1.0,20.7
A8766_3,South,44.0,20.95
A8769_0,South,337.0,33.09
A8769_1,South,0.10000000000002274,60.0
A8769_2,South,1.0,60.1
A8775_0,South,1.0,2.1
A8775_1,South,32.5,2.17
A8775_2,South,33.599999999999994,2.25
A8775_3,South,33.60000000000001,2.33
A8775_4,South,46.89999999999999,2.44
A8788_0,South,10.0,17.68
A8788_1,South,5.0,17.85
A8788_2,South,4.0,17.99
A8788_3,South,1.0,18.03
A8789_0,South,10.0,17.68
A8789_1,South,5.0,17.85
A8789_2,South,4.0,17.99
A8789_3,South,1.0,18.03
A8790_0,South,20.0,17.86
A8790_1,South,10.0,17.98
A8790_2,South,14.0,18.16
A8790_3,South,2.0,18.19
A8791_0,South,20.0,16.37
A8791_1,South,10.0,16.4
A8791_2,South,15.0,16.46
A8791_3,South,3.0,16.47
A8792_0,South,20.0,18.75
A8792_1,South,10.0,18.81
A8792_2,South,15.0,18.91
A8792_3,South,2.0,18.92
A8795_0,South,122.0,134.29
A8795_1,South,197.0,146.46
A8796,South,170.0,9.98
A8797,South,27.0,3.51
A8798_0,South,69.0,13.61
A8798_1,South,0.09999999999999432,60.0
A8799_0,South,89.0,13.61
A8799_1,South,0.09999999999999432,60.0
A8800_0,South,64.0,13.61
A8800_1,South,0.09999999999999432,60.0
A8801_0,South,110.0,14.55
A8801_1,South,40.0,16.96
A8804,South,143.0,7.95
A8821_0,South,1.0,17.63
A8821_1,South,207.0,18.73
A8821_2,South,208.0,19.84
A8821_3,South,208.0,20.95
A8821_4,South,291.20000000000005,22.51
A8824_0,South,1.0,13.0
A8824_1,South,127.0,13.47
A8824_2,South,128.0,13.95
A8824_3,South,128.0,14.43
A8824_4,South,179.20000000000005,15.1
A8825_0,South,1.0,15.01
A8825_1,South,58.8,15.66
A8825_2,South,59.7,16.33
A8825_3,South,59.69999999999999,17.0
A8825_4,South,83.69999999999999,17.94
A8826_0,South,1.0,15.73
A8826_1,South,60.0,16.09
A8826_2,South,61.0,16.46
A8826_3,South,61.0,16.82
A8826_4,South,85.39999999999998,17.34
A8828_0,South,1.0,16.4
A8828_1,South,99.0,17.04
A8828_2,South,100.0,17.68
A8828_3,South,100.0,18.32
A8828_4,South,140.0,19.22
A8836_0,South,30.0,20.66
A8836_1,South,13.0,21.21
A8836_2,South,13.0,21.75
A8836_3,South,13.0,22.29
A8836_4,South,13.0,22.84
A8836_5,South,13.0,23.38
A8836_6,South,13.0,23.92
A8836_7,South,13.0,24.47
A8841_0,South,1.0,24.49
A8841_1,South,58.0,24.53
A8843_0,South,1.0,7.67
A8843_1,South,89.0,21.35
A8852_0,South,55.0,15.62
A8852_1,South,11.0,15.67
A8852_2,South,34.0,15.84
A8852_3,South,50.0,16.08
A8852_4,South,50.0,16.3
A8852_5,South,50.0,16.54
A8852_6,South,50.0,16.79
A8852_7,South,50.0,17.01
A8852_8,South,50.0,17.25
A8854_0,South,1.0,15.3
A8854_1,South,178.8,15.98
A8854_2,South,179.8,16.66
A8854_3,South,179.79999999999995,17.34
A8854_4,South,251.70000000000005,18.3
A8859_0,South,295.6,13.51
A8859_1,South,41.0,14.03
A8859_2,South,41.0,14.12
A8859_3,South,41.0,14.49
A8859_4,South,41.0,15.02
A8859_5,South,41.0,15.71
A8859_6,South,41.0,16.57
A8859_7,South,41.19999999999993,16.67
A8859_8,South,0.10000000000002274,23.45
A8861_0,South,1.0,5.49
A8861_1,South,511.0,11.95
A8861_2,South,56.0,16.27
A8862_0,South,1.0,3.65
A8862_1,South,34.4,8.0
A8862_2,South,35.4,12.48
A8862_3,South,35.5,16.95
A8862_4,South,49.60000000000001,23.22
A8865_0,South,1.0,19.38
A8865_1,South,205.0,20.7
A8866_0,South,34.0,20.0
A8866_1,South,46.0,20.01
A8868_0,South,17.0,20.0
A8868_1,South,24.0,20.01
A8882,South,11.6,119.0
A8886_0,South,1.0,6.55
A8886_1,South,238.2,6.73
A8886_2,South,239.3,6.92
A8886_3,South,239.29999999999995,7.1
A8886_4,South,334.9000000000001,7.36
A8890_0,South,87.0,15.98
A8890_1,South,13.5,16.0
A8892_0,South,1.0,15.61
A8892_1,South,49.4,16.12
A8892_2,South,50.4,16.64
A8892_3,South,50.39999999999999,17.16
A8892_4,South,70.60000000000002,17.88
A8894_0,South,1.0,13.19
A8894_1,South,86.2,14.17
A8894_2,South,87.3,15.16
A8894_3,South,87.30000000000001,16.15
A8894_4,South,122.09999999999997,17.54
A8895_0,South,1.0,12.73
A8895_1,South,124.6,13.85
A8895_2,South,125.6,14.98
A8895_3,South,125.69999999999999,16.11
A8895_4,South,175.89999999999998,17.68
A8896_0,South,1.0,15.27
A8896_1,South,108.3,15.89
A8896_2,South,109.39999999999999,16.51
A8896_3,South,109.40000000000003,17.13
A8896_4,South,153.0,18.0
A8897_0,South,45.0,0.0
A8897_1,South,1.0,1.0
A8897_2,South,2.0,2.0
A8897_3,South,2.0,3.0
A8898_0,South,55.0,32.11
A8898_1,South,30.0,32.12
A8899_0,South,1.0,2.61
A8899_1,South,15.0,2.64
A8899_2,South,16.0,2.66
A8899_3,South,16.1,2.69
A8899_4,South,22.4,2.72
A8900_0,South,1.0,6.33
A8900_1,South,89.0,19.67
A8901_0,South,1.0,6.33
A8901_1,South,89.0,19.67
A8902_0,South,1.0,6.33
A8902_1,South,89.0,19.67
A8904_0,South,1.0,3.7
A8904_1,South,20.1,3.71
A8904_2,South,25.4,3.72
A8905_0,South,1.0,8.17
A8905_1,South,46.0,15.03
A8906_0,South,1.0,8.17
A8906_1,South,46.0,15.03
A8907_0,South,1.0,8.17
A8907_1,South,46.0,15.03
A8910,South,34.0,35.06
A8915_0,South,15.0,8.32
A8915_1,South,27.200000000000003,9.98
A8917_0,South,1.0,21.53
A8917_1,South,99.2,22.0
A8917_2,South,100.3,22.48
A8917_3,South,100.30000000000001,22.96
A8917_4,South,140.3,23.64
A8918_0,South,1.0,19.82
A8918_1,South,100.8,20.1
A8918_2,South,101.89999999999999,20.39
A8918_3,South,101.80000000000001,20.68
A8918_4,South,142.5,21.08
A8920_0,South,1.0,0.53
A8920_1,South,31.200000000000003,0.54
A8921,South,10.0,2.17
A8922_0,South,1.0,14.78
A8922_1,South,200.2,16.52
A8922_2,South,201.10000000000002,18.28
A8922_3,South,201.2,20.03
A8922_4,South,281.6,22.49
A8923_0,South,1.0,16.59
A8923_1,South,202.2,17.36
A8923_2,South,203.3,18.15
A8923_3,South,203.29999999999995,18.93
A8923_4,South,284.5,20.02
A8969_0,North,335.0,10.0
A8969_1,North,1.0,99.0
A8970_0,North,94.5,10.0
A8970_1,North,0.09999999999999432,99.0
A8971,North,1.0,0.01
A9015,North,140.8,-12.0
A9016,North,251.1,-12.0
A9227,North,10.0,0.0
A9290_0,South,10.0,16.81
A9290_1,South,15.0,17.15
A9290_2,South,20.0,17.6
A9290_3,South,20.0,18.05
A9290_4,South,25.0,18.62
A9290_5,South,0.09999999999999432,19.81
A9290_6,South,59.900000000000006,19.82
A9428,Central,999.0,-24.45
A9429_0,North,9.0,25.0
A9429_1,North,8.0,25.25
A9429_2,North,9.0,25.3
A9429_3,North,9.0,25.35
A9429_4,North,9.0,25.4
A9429_5,North,8.0,25.45
A9429_6,North,9.0,25.5
A9429_7,North,9.0,25.55
A9429_8,North,9.0,25.6
A9438_0,South,1.0,6.86
A9438_1,South,529.0,10.69
A9438_2,South,43.0,13.18
A9480,North,1.0,-39.5
A9514,North,112.6,-12.0
A9674,Central,50.0,-23.44
A9829_0,South,4.0,8.32
A9829_1,South,1.0,20.8
A9829_2,South,3.0,24.96
A9830_0,South,4.0,8.32
A9830_1,South,1.0,9.98
A9830_2,South,198.2,14.14
A9921,Central,14.0,-0.01
A10199_0,Central,1.0,212.57
A10199_1,Central,0.19999999999999996,213.56
A10199_2,Central,0.19999999999999996,214.55
A10199_3,Central,0.30000000000000004,216.04
A10199_4,Central,0.19999999999999996,217.03
A10199_5,Central,0.20000000000000018,218.02
A10199_6,Central,0.19999999999999973,219.01
A10199_7,Central,0.30000000000000027,220.5
A10199_8,Central,0.19999999999999973,221.49
A10200_0,Central,13.0,0.27
A10200_1,Central,0.40000000000000036,0.28
A10200_2,Central,0.5,0.29
A10200_3,Central,0.40000000000000036,0.3
A10200_4,Central,0.8999999999999986,0.31
A10200_5,Central,0.5,0.32
A10200_6,Central,0.40000000000000213,0.33
A10200_7,Central,0.5,0.34
A10203,Central,4.0,-0.01
A10204,Central,13.3,0.0
A10205_0,Central,3.0,0.07
A10205_1,Central,2.7,0.12
A10205_2,Central,2.6000000000000005,0.18
A10205_3,Central,2.6999999999999993,0.23
A10205_4,Central,2.6999999999999993,0.28
A10205_5,Central,2.6000000000000014,0.34
A10205_6,Central,2.6999999999999993,0.39
A10205_7,Central,2.6999999999999993,0.44
