Region,Unit Code,Date/Time Beginning (EST),Date/Time End (EST),Economic Max,Economic Min,Emergency Max,Emergency Min,Economic Flag,Emergency Flag,Must Run Flag,Unit Available Flag,Self Scheduled MW,Target MW Reduction,MW,Curtailment Offer Price,Price1,MW1,Price2,MW2,Price3,MW3,Price4,MW4,Price5,MW5,Price6,MW6,Price7,MW7,Price8,MW8,Price9,MW9,Price10,MW10,Slope
Central,A15804,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A15805,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A15806,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
North,A15877,10/07/2020 17:00:00,10/07/2020 18:00:00,9,0.1,9,0.1,0,0,1,1,0,,9,,0,0,1,90.8,,,,,,,,,,,,,,,,,1
North,A15879,10/07/2020 17:00:00,10/07/2020 18:00:00,27.5,3,27.5,3,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
North,A15880,10/07/2020 17:00:00,10/07/2020 18:00:00,27.5,3,27.5,3,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
South,A16012,10/07/2020 17:00:00,10/07/2020 18:00:00,210,100,210,100,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
South,A16013,10/07/2020 17:00:00,10/07/2020 18:00:00,210,100,210,100,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
South,A16114,10/07/2020 17:00:00,10/07/2020 18:00:00,129.5,18,129.5,18,1,0,0,1,0,,129.5,,18.83,1,20.63,18,22.43,65,24.23,100,26.02,130,,,,,,,,,,,1
Central,A16115,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A16116,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,1.5,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A16117,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,1.5,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A16118,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A16119,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,1.1,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A16120,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,97,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A16121,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,1.1,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A16122,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,1.9,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A16135,10/07/2020 17:00:00,10/07/2020 18:00:00,150,0,150,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A16136,10/07/2020 17:00:00,10/07/2020 18:00:00,150,0,150,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A16400,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,,0,,-34.58,0,-34.58,400,,,,,,,,,,,,,,,,,1
Central,A16407,10/07/2020 17:00:00,10/07/2020 18:00:00,202,0,202,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A16430,10/07/2020 17:00:00,10/07/2020 18:00:00,37,5,37,5,1,0,0,1,0,,0,,50.3,5,50.3,8.3,50.3,11.6,50.3,14.9,50.3,18.2,50.3,21.5,50.3,24.8,50.3,28.1,50.3,31.4,50.3,35,1
Central,A16431,10/07/2020 17:00:00,10/07/2020 18:00:00,36,5,36,5,1,0,0,1,0,,0,,50.3,5,50.3,8.3,50.3,11.6,50.3,14.9,50.3,18.2,50.3,21.5,50.3,24.8,50.3,28.1,50.3,31.4,50.3,35,1
Central,A16432,10/07/2020 17:00:00,10/07/2020 18:00:00,55,20,55,12,1,0,0,1,0,,0,,45.73,12,46.62,16.8,47.5,21.6,48.39,26.4,49.27,31.2,50.16,36,51.05,40.8,51.93,45.6,52.82,50.4,53.67,55,1
Central,A16433,10/07/2020 17:00:00,10/07/2020 18:00:00,55,20,55,12,1,0,0,1,0,,0,,49.12,12,49.25,16.8,49.38,21.6,49.52,26.4,49.65,31.2,49.79,36,49.92,40.8,50.05,45.6,50.19,50.4,50.32,55,1
Central,A16434,10/07/2020 17:00:00,10/07/2020 18:00:00,55,20,55,12,1,0,0,1,0,,0,,48.84,12,48.84,16.8,48.85,21.6,48.85,26.4,48.85,31.2,48.85,36,48.85,40.8,48.85,45.6,48.86,50.4,48.86,55,1
Central,A16435,10/07/2020 17:00:00,10/07/2020 18:00:00,158,47,158,47,1,0,0,1,0,,158,,15.89,47,16.52,60.3,17.14,73.6,17.77,86.9,18.4,100.2,19.02,113.5,19.65,126.8,20.27,140.1,20.9,153.4,21.54,167,1
Central,A16436,10/07/2020 17:00:00,10/07/2020 18:00:00,158,47,158,47,1,0,0,1,0,,100.2,,16.17,47,16.36,60.3,16.56,73.6,16.75,86.9,16.94,100.2,41.95,101,42.15,114.3,42.34,127.6,42.53,140.9,42.91,167,1
Central,A16437,10/07/2020 17:00:00,10/07/2020 18:00:00,169,47,169,47,1,0,0,1,0,,169,,11.87,47,14.62,60.3,14.88,73.6,15.14,86.9,15.4,100.2,15.65,113.5,15.91,126.8,16.17,140.1,16.42,153.4,16.69,167,1
Central,A16438,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,0
North,A16439,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A16452,10/07/2020 17:00:00,10/07/2020 18:00:00,1.5,0,1.5,0,0,0,1,1,0,,1.5,,0,0,0,5,,,,,,,,,,,,,,,,,1
North,A16453,10/07/2020 17:00:00,10/07/2020 18:00:00,100,0,100,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
North,A16456,10/07/2020 17:00:00,10/07/2020 18:00:00,20,4,20,4,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
North,A16457,10/07/2020 17:00:00,10/07/2020 18:00:00,20,4,20,4,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
North,A16458,10/07/2020 17:00:00,10/07/2020 18:00:00,20,4,20,4,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
North,A16464,10/07/2020 17:00:00,10/07/2020 18:00:00,23,0,23,0,0,0,1,1,0,,23,,-35.51,1,-35.5,130,,,,,,,,,,,,,,,,,1
North,A16465,10/07/2020 17:00:00,10/07/2020 18:00:00,150,0,150,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
North,A16466,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,,0,,0,0,0,218,,,,,,,,,,,,,,,,,1
Central,A16469,10/07/2020 17:00:00,10/07/2020 18:00:00,400,0,400,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
North,A16478,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,,0,,0,0,0,153.6,,,,,,,,,,,,,,,,,1
North,A16479,10/07/2020 17:00:00,10/07/2020 18:00:00,300,0,300,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
North,A16485,10/07/2020 17:00:00,10/07/2020 18:00:00,4.4,0.1,4.4,0.1,0,0,1,1,0,,4.4,,-34.33,1,,,,,,,,,,,,,,,,,,,0
North,A16493,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,,0,,-35.08,1,,,,,,,,,,,,,,,,,,,0
North,A16527,10/07/2020 17:00:00,10/07/2020 18:00:00,250,0,250,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
North,A16528,10/07/2020 17:00:00,10/07/2020 18:00:00,250,0,250,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
South,A16653,10/07/2020 17:00:00,10/07/2020 18:00:00,438,181.4,438,181.4,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
South,A16654,10/07/2020 17:00:00,10/07/2020 18:00:00,303.4,123.9,303.4,123.9,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
South,A16655,10/07/2020 17:00:00,10/07/2020 18:00:00,303.4,123.9,303.4,123.9,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A16718,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,,0,,-23.44,0,,,,,,,,,,,,,,,,,,,0
Central,A16719,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,,0,,-23.44,0,,,,,,,,,,,,,,,,,,,0
North,A16727,10/07/2020 17:00:00,10/07/2020 18:00:00,150,0,150,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A16731,10/07/2020 17:00:00,10/07/2020 18:00:00,100.1,0,100.1,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A16758,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,,0,,-23.44,0,,,,,,,,,,,,,,,,,,,0
South,A16761,10/07/2020 17:00:00,10/07/2020 18:00:00,1044.8,429.2,1044.8,429.2,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A16783,10/07/2020 17:00:00,10/07/2020 18:00:00,3,3,3,3,1,0,0,1,0,,0,,103.31,0,103.31,10,,,,,,,,,,,,,,,,,1
North,A16792,10/07/2020 17:00:00,10/07/2020 18:00:00,286,117,286,117,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
North,A16793,10/07/2020 17:00:00,10/07/2020 18:00:00,150,0,150,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
North,A16807,10/07/2020 17:00:00,10/07/2020 18:00:00,16,7.5,16,0,0,0,1,1,0,,16,,0,0,0,150,,,,,,,,,,,,,,,,,1
North,A16808,10/07/2020 17:00:00,10/07/2020 18:00:00,16.7,10.3,16.7,0,0,0,1,1,0,,16.7,,0,0,0,205.5,,,,,,,,,,,,,,,,,1
North,A16809,10/07/2020 17:00:00,10/07/2020 18:00:00,15.6,10,15.6,0,0,0,1,1,0,,15.6,,-34.77,0,-34.77,200,,,,,,,,,,,,,,,,,1
North,A16810,10/07/2020 17:00:00,10/07/2020 18:00:00,0,0,0,0,0,0,0,0,0,,0,,0,0,0,200,,,,,,,,,,,,,,,,,1
North,A16824,10/07/2020 17:00:00,10/07/2020 18:00:00,8,4,8,4,0,0,0,0,0,,4,,,,,,,,,,,,,,,,,,,,,,0
North,A16845,10/07/2020 17:00:00,10/07/2020 18:00:00,110,0,110,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A17032,10/07/2020 17:00:00,10/07/2020 18:00:00,150,0,150,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A17033,10/07/2020 17:00:00,10/07/2020 18:00:00,40,0.1,40,0.1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A17034,10/07/2020 17:00:00,10/07/2020 18:00:00,10,0.1,10,0.1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
Central,A17035,10/07/2020 17:00:00,10/07/2020 18:00:00,150,0,150,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0
North,A3153,10/07/2020 18:00:00,10/07/2020 19:00:00,302,189,302,189,1,0,0,1,0,,302,,9.05,1,10.61,250,15.63,251,15.64,322,,,,,,,,,,,,,1
Central,A3165,10/07/2020 18:00:00,10/07/2020 19:00:00,0,0,0,0,0,0,0,0,0,,0,,7.56,0,10.77,180,11.31,210,11.84,240,12.38,270,12.91,300,,,,,,,,,1
Central,A3167,10/07/2020 18:00:00,10/07/2020 19:00:00,598.9,330,608.5,330,0,0,1,1,0,,510.8,,9.01,330,9.1,340,9.1,340.1,9.1,340.2,9.1,340.3,23.06,528.9,26.06,529,26.06,578.8,48.06,578.9,48.06,630,1
Central,A3174,10/07/2020 18:00:00,10/07/2020 19:00:00,499,250,499,250,0,0,1,1,0,,499,,20.2,250,20.51,280,20.81,310,21.12,340,21.42,370,21.73,400,22.03,430,22.34,460,22.64,490,22.8,505,0
Central,A3175,10/07/2020 18:00:00,10/07/2020 19:00:00,495,250,495,250,1,0,0,1,0,,0,,20.13,250,20.59,280,21.04,310,21.5,340,21.96,370,22.42,400,22.87,430,23.33,460,23.79,490,23.96,501,0
Central,A3178,10/07/2020 18:00:00,10/07/2020 19:00:00,42,23,42,22,1,0,0,1,0,,0,,19.05,23,19.55,42,,,,,,,,,,,,,,,,,0
Central,A3179,10/07/2020 18:00:00,10/07/2020 19:00:00,42,23,42,22,1,0,0,1,0,,0,,19.12,23,19.62,42,,,,,,,,,,,,,,,,,0
Central,A3180,10/07/2020 18:00:00,10/07/2020 19:00:00,42,23,42,22,1,0,0,1,0,,0,,19.38,23,19.48,42,,,,,,,,,,,,,,,,,0
Central,A3181,10/07/2020 18:00:00,10/07/2020 19:00:00,42,23,42,22,1,0,0,1,0,,0,,19.07,23,20.3,42,,,,,,,,,,,,,,,,,0
Central,A3182,10/07/2020 18:00:00,10/07/2020 19:00:00,73.7,50,78.7,50,1,0,0,1,0,,73.7,,17.47,0,17.47,73.7,52.41,78.7,,,,,,,,,,,,,,,0
Central,A3183,10/07/2020 18:00:00,10/07/2020 19:00:00,73.7,50,78.7,50,1,0,0,1,0,,73.7,,17.47,0,17.47,73.7,52.41,78.7,,,,,,,,,,,,,,,0
Central,A3184,10/07/2020 18:00:00,10/07/2020 19:00:00,76,45,76,45,1,0,0,1,45,,0,,19.86,45,19.86,49.2,19.86,53.4,19.86,57.6,19.86,61.8,19.86,66,19.86,70.2,20.56,74.4,21.46,78.6,22.56,82.8,1
Central,A3197,10/07/2020 18:00:00,10/07/2020 19:00:00,102,72,110,72,0,0,0,0,0,,0,,21.69,72,21.7,95,21.71,100,28.32,108,75.01,110,,,,,,,,,,,0
Central,A3198,10/07/2020 18:00:00,10/07/2020 19:00:00,154,116,166,116,0,0,0,0,0,,0,,18.35,116,18.36,128,18.37,154,26.35,158,31.35,160,,,,,,,,,,,0
North,A3200,10/07/2020 18:00:00,10/07/2020 19:00:00,1.4,0,1.4,0,0,0,1,1,1.4,,1.4,,0,0,0,200,,,,,,,,,,,,,,,,,1
Central,A3205,10/07/2020 18:00:00,10/07/2020 19:00:00,0,0,0,0,1,0,0,1,0,,0,,0,1,0,2,,,,,,,,,,,,,,,,,0
North,A3213,10/07/2020 18:00:00,10/07/2020 19:00:00,4.3,0,4.3,0,0,0,1,1,44,,4.3,,-1,0,0,43,,,,,,,,,,,,,,,,,1
North,A3215,10/07/2020 18:00:00,10/07/2020 19:00:00,12.7,0,12.7,0,0,0,1,1,12.7,,12.7,,0,0,0,200,,,,,,,,,,,,,,,,,1
North,A3220,10/07/2020 18:00:00,10/07/2020 19:00:00,5.5,5.5,7.1,5.5,1,0,0,1,0,,0,,74.78,6,77.68,8.4,,,,,,,,,,,,,,,,,1
North,A3375,10/07/2020 18:00:00,10/07/2020 19:00:00,9.6,0,9.6,0,0,0,1,1,9.6,,9.6,,0,0,0,200,,,,,,,,,,,,,,,,,1
Central,A3385,10/07/2020 18:00:00,10/07/2020 19:00:00,47,4,50,3,0,0,0,0,0,,0,,24.31,0.1,25.2,10,25.66,15,26.11,20,26.56,25,27.01,30,27.47,35,27.92,40,28.37,45,,,1
Central,A3386,10/07/2020 18:00:00,10/07/2020 19:00:00,47,4,47,3,1,0,0,1,0,,0,,23.73,0.1,24.94,10,26.16,20,27.38,30,27.99,35,28.6,40,29.21,45,,,,,,,1
Central,A3399,10/07/2020 18:00:00,10/07/2020 19:00:00,13,13,13,13,1,0,0,1,0,,0,,92.44,12.5,,,,,,,,,,,,,,,,,,,0
Central,A3400,10/07/2020 18:00:00,10/07/2020 19:00:00,82,82,82,82,1,0,0,1,0,,0,,17.65,51,17.65,93,,,,,,,,,,,,,,,,,0
Central,A3401,10/07/2020 18:00:00,10/07/2020 19:00:00,78,78,78,78,0,0,0,0,0,,0,,18.69,51,18.69,93,,,,,,,,,,,,,,,,,0
Central,A3402,10/07/2020 18:00:00,10/07/2020 19:00:00,79,79,79,79,1,0,0,1,0,,0,,19.88,51,19.88,93,,,,,,,,,,,,,,,,,0
North,A3407,10/07/2020 18:00:00,10/07/2020 19:00:00,13.4,5,13.4,5,1,0,0,1,0,,0,,43.74,0,44.1,5,44.17,6,44.25,7,44.32,8,44.4,9,44.47,10,44.54,11,44.61,12,44.69,13,1
North,A3408,10/07/2020 18:00:00,10/07/2020 19:00:00,13.4,5,13.4,5,0,0,0,0,0,,0,,43.74,0,44.1,5,44.17,6,44.25,7,44.32,8,44.4,9,44.47,10,44.54,11,44.61,12,44.69,13,1
North,A3409,10/07/2020 18:00:00,10/07/2020 19:00:00,13,5,13,5,1,0,0,1,0,,0,,43.74,0,44.1,5,44.17,6,44.25,7,44.32,8,44.4,9,44.47,10,44.54,11,44.61,12,44.69,13,1
North,A3410,10/07/2020 18:00:00,10/07/2020 19:00:00,6,5,6,5,1,0,0,1,0,,0,,43.74,0,44.1,5,44.17,6,44.25,7,44.32,8,44.4,9,44.47,10,44.54,11,44.61,12,44.69,13,1
North,A3411,10/07/2020 18:00:00,10/07/2020 19:00:00,193,87,210.1,80,0,0,1,1,0,,193,,13.34,0,14.94,85,15.2,99,15.46,113,15.72,127,15.98,141,16.25,155,16.51,169,16.77,183,17.04,197,1
Central,A3419,10/07/2020 18:00:00,10/07/2020 19:00:00,485,300,490,300,0,0,1,1,0,,300.3,,17.44,0,18.46,300,60,301,63,320,67,410,70,505,,,,,,,,,1
Central,A3420,10/07/2020 18:00:00,10/07/2020 19:00:00,0,0,0,0,0,0,0,0,0,,0,,17.71,0,18.76,265,18.99,324,19.22,383,19.45,441,19.69,500,,,,,,,,,1
Central,A3421,10/07/2020 18:00:00,10/07/2020 19:00:00,90,65,90,50,1,0,0,1,0,,0,,36.86,0,38.2,50,38.47,60,38.74,70,39.01,80,39.28,90,,,,,,,,,1
North,A3427,10/07/2020 18:00:00,10/07/2020 19:00:00,8,0,8,0,0,0,1,1,3.4,,8,,-35.51,1,-35.51,42,,,,,,,,,,,,,,,,,1
Central,A3446,10/07/2020 18:00:00,10/07/2020 19:00:00,119,80,119,80,1,0,0,1,0,,0,,52.96,0,54.67,45,55.37,64,56.07,82,56.78,101,57.48,119,,,,,,,,,1
Central,A3447,10/07/2020 18:00:00,10/07/2020 19:00:00,119,80,119,80,1,0,0,1,0,,0,,52.96,0,54.67,45,55.37,64,56.07,82,56.78,101,57.48,119,,,,,,,,,1
Central,A3448,10/07/2020 18:00:00,10/07/2020 19:00:00,119,80,119,80,1,0,0,1,0,,0,,52.96,0,54.67,45,55.37,64,56.07,82,56.78,101,57.48,119,,,,,,,,,1
Central,A3449,10/07/2020 18:00:00,10/07/2020 19:00:00,119,80,119,80,1,0,0,1,0,,0,,52.96,0,54.67,45,55.37,64,56.07,82,56.78,101,57.48,119,,,,,,,,,1
Central,A3454,10/07/2020 18:00:00,10/07/2020 19:00:00,13,13,13,13,1,0,0,1,0,,0,,104.77,12.5,,,,,,,,,,,,,,,,,,,0
Central,A3455,10/07/2020 18:00:00,10/07/2020 19:00:00,153,36,154,36,0,0,1,1,0,,153,,16.52,36,16.79,49.2,17.07,62.4,17.35,75.7,17.63,88.9,17.91,102.1,18.18,115.3,18.46,128.6,18.74,141.8,19.02,155,1
Central,A3456,10/07/2020 18:00:00,10/07/2020 19:00:00,0,0,0,0,0,0,0,0,0,,0,,15.67,0,15.67,0.1,15.67,0.2,15.67,0.3,15.68,0.4,15.68,0.6,15.68,0.7,15.68,0.8,15.69,0.9,15.69,1,1
Central,A3457,10/07/2020 18:00:00,10/07/2020 19:00:00,297,70,300,70,0,0,1,1,0,,297,,16.55,0,17.4,76,17.69,104,17.98,132,18.27,160,18.57,188,18.86,216,19.15,244,19.45,272,19.74,300,1
Central,A3458,10/07/2020 18:00:00,10/07/2020 19:00:00,297,70,302,70,0,0,0,0,0,,0,,16.61,0,17.64,83,17.94,108.2,18.24,133.5,18.54,158.8,18.84,184,19.14,209.2,19.44,234.5,19.75,259.8,20.05,285,1
Central,A3513,10/07/2020 18:00:00,10/07/2020 19:00:00,58,41,60,35,1,0,0,1,0,,0,,24.33,35,24.86,40,24.96,41,25.91,50,26.44,55,26.97,60,27.49,65,,,,,,,1
Central,A3514,10/07/2020 18:00:00,10/07/2020 19:00:00,46,40,48,39,1,0,0,1,0,,0,,25.7,48,25.87,49.6,26.04,51.2,26.21,52.8,26.37,54.4,26.54,56,26.97,60,,,,,,,1
Central,A3515,10/07/2020 18:00:00,10/07/2020 19:00:00,150,98,179.2,75,0,0,0,0,0,,0,,20.13,85,21.75,110,23.05,130,23.5,137,24.8,157,26.03,176,26.48,183,,,,,,,1
Central,A3518,10/07/2020 18:00:00,10/07/2020 19:00:00,169,140,175,55,1,0,0,1,0,,0,,17.17,55,17.91,68.4,18.65,81.9,19.39,95.3,20.13,108.8,20.87,122.2,21.61,135.7,22.35,149.1,23.09,162.6,23.83,176,1
Central,A3519,10/07/2020 18:00:00,10/07/2020 19:00:00,156,156,156,156,1,0,0,1,0,,0,,18.89,192,,,,,,,,,,,,,,,,,,,0
Central,A3520,10/07/2020 18:00:00,10/07/2020 19:00:00,156,156,156,156,1,0,0,1,0,,156,,20.05,192,,,,,,,,,,,,,,,,,,,0
Central,A3545,10/07/2020 18:00:00,10/07/2020 19:00:00,71,71,71,71,1,0,0,1,0,,0,,19.65,79,,,,,,,,,,,,,,,,,,,0
Central,A3546,10/07/2020 18:00:00,10/07/2020 19:00:00,69,69,69,69,0,0,0,0,0,,0,,20.49,80,,,,,,,,,,,,,,,,,,,0
Central,A3566,10/07/2020 18:00:00,10/07/2020 19:00:00,400,84,420,58,1,0,0,1,0,,400,,11.13,0,18.97,95,19.28,132.5,19.59,170,19.91,207.5,20.23,245,20.55,282.5,20.87,320,21.19,357.5,21.51,395,1
Central,A3576,10/07/2020 18:00:00,10/07/2020 19:00:00,18,10,18,10,1,0,0,1,0,,0,,227.16,10,227.16,18,,,,,,,,,,,,,,,,,1
Central,A3582,10/07/2020 18:00:00,10/07/2020 19:00:00,1155,1155,1155,1155,0,0,1,1,0,,1155,,5.21,150,5.55,1160,,,,,,,,,,,,,,,,,0
Central,A3588,10/07/2020 18:00:00,10/07/2020 19:00:00,14,14,14,14,0,0,0,0,0,,0,,148.07,19,,,,,,,,,,,,,,,,,,,0
Central,A3589,10/07/2020 18:00:00,10/07/2020 19:00:00,14,14,14,14,0,1,0,1,0,,0,,148.07,19,,,,,,,,,,,,,,,,,,,0
Central,A3590,10/07/2020 18:00:00,10/07/2020 19:00:00,13,13,13,13,0,0,0,0,0,,0,,148.05,18,,,,,,,,,,,,,,,,,,,0
Central,A3593,10/07/2020 18:00:00,10/07/2020 19:00:00,140,65,140,65,1,0,0,1,0,,0,,60.42,0,63.63,65,64.56,84,65.49,103,66.42,121,67.34,140,,,,,,,,,1
Central,A3595,10/07/2020 18:00:00,10/07/2020 19:00:00,140,65,140,65,1,0,0,1,0,,0,,61.24,0,64.53,65,65.49,84,66.44,103,67.39,121,68.34,140,,,,,,,,,1
Central,A3601,10/07/2020 18:00:00,10/07/2020 19:00:00,77,45,77,45,1,0,0,1,45,,0,,19.86,45,19.86,49.2,19.86,53.4,19.86,57.6,19.86,61.8,19.86,66,19.86,70.2,20.56,74.4,21.46,78.6,22.56,82.8,1
Central,A3606,10/07/2020 18:00:00,10/07/2020 19:00:00,0,0,0,0,0,0,0,0,0,,0,,15.29,0,15.86,200,16.17,309,16.48,418,16.94,580,24.73,635,,,,,,,,,1
Central,A3607,10/07/2020 18:00:00,10/07/2020 19:00:00,590,485,590,485,0,0,1,1,0,,590,,15.54,0,16.12,200,16.44,309,16.75,418,17.22,580,25.01,635,,,,,,,,,1
Central,A3608,10/07/2020 18:00:00,10/07/2020 19:00:00,0,0,0,0,0,0,0,0,0,,0,,16,0,16.59,200,16.92,309,17.24,418,17.73,580,25.52,635,,,,,,,,,1
Central,A3609,10/07/2020 18:00:00,10/07/2020 19:00:00,0,0,0,0,0,0,0,0,0,,0,,15.03,0,15.62,200,15.93,307,16.25,414,16.74,580,25.81,627,,,,,,,,,1
Central,A3610,10/07/2020 18:00:00,10/07/2020 19:00:00,318.8,150,318.8,150,0,0,1,1,0,,318.8,,15.04,0,15.52,150,15.78,230,16.03,309,16.43,435,30.49,469,,,,,,,,,1
Central,A3611,10/07/2020 18:00:00,10/07/2020 19:00:00,17.7,5,17.7,5,0,1,0,1,0,,0,,132.41,5,132.99,17.7,,,,,,,,,,,,,,,,,0
North,A3615,10/07/2020 18:00:00,10/07/2020 19:00:00,20.2,15,20.7,15,1,0,0,1,0,,0,,193.44,15,196.08,15.6,198.71,16.2,201.34,16.8,203.98,17.4,206.61,18,209.24,18.6,211.88,19.2,216.27,20.2,216.71,20.3,1
North,A3619,10/07/2020 18:00:00,10/07/2020 19:00:00,2,2,5,2,0,0,0,0,0,,0,,346.97,2,,,,,,,,,,,,,,,,,,,0
North,A3624,10/07/2020 18:00:00,10/07/2020 19:00:00,79.8,55,87.8,55,0,0,0,0,0,,0,,37.45,55,37.66,58.1,37.87,61.2,38.08,64.3,38.29,67.4,38.5,70.5,38.71,73.6,38.92,76.7,39.14,79.8,246.21,79.9,1
North,A3625,10/07/2020 18:00:00,10/07/2020 19:00:00,79.8,55,87.8,55,0,0,0,0,0,,0,,36.35,55,36.53,58.1,36.72,61.2,36.9,64.3,37.08,67.4,37.26,70.5,37.44,73.6,37.62,76.7,37.8,79.8,244.87,79.9,1
North,A3626,10/07/2020 18:00:00,10/07/2020 19:00:00,79.8,55,87.8,55,1,0,0,1,0,,0,,20.31,55,20.5,58.1,20.68,61.2,20.87,64.3,21.05,67.4,21.24,70.5,21.42,73.6,21.61,76.7,21.79,79.8,244.87,79.9,1
North,A3627,10/07/2020 18:00:00,10/07/2020 19:00:00,79.8,55,87.8,55,1,0,0,1,0,,0,,19.66,55,19.87,58.1,20.08,61.2,20.28,64.3,20.49,67.4,20.7,70.5,20.91,73.6,21.12,76.7,21.33,79.8,246.21,79.9,1
North,A3628,10/07/2020 18:00:00,10/07/2020 19:00:00,79.8,55,87.8,55,1,0,0,1,0,,0,,30.23,55,30.39,58.1,30.56,61.2,30.72,64.3,30.88,67.4,31.05,70.5,31.21,73.6,31.37,76.7,31.54,79.8,238.61,79.9,1
North,A3629,10/07/2020 18:00:00,10/07/2020 19:00:00,79.8,55,87.8,55,1,0,0,1,0,,0,,29.33,55,29.5,58.1,29.67,61.2,29.83,64.3,30,67.4,30.17,70.5,30.34,73.6,30.5,76.7,30.67,79.8,237.74,79.9,1
